0.843531,0.76096,0.603902,0.387729,0.133602,-0.133602,-0.387729,-0.603902,-0.76096,-0.843531
0.614736,0.554562,0.440103,0.282563,0.0973647,-0.0973647,-0.282563,-0.440103,-0.554562,-0.614736
0.447114,0.403348,0.320099,0.205516,0.070816,-0.070816,-0.205516,-0.320099,-0.403348,-0.447114
0.323985,0.292271,0.231948,0.148919,0.0513142,-0.0513142,-0.148919,-0.231948,-0.292271,-0.323985
0.233095,0.210278,0.166878,0.107142,0.0369187,-0.0369187,-0.107142,-0.166878,-0.210278,-0.233095
0.165401,0.14921,0.118414,0.0760265,0.026197,-0.026197,-0.0760265,-0.118414,-0.14921,-0.165401
0.114166,0.102991,0.0817339,0.0524764,0.0180821,-0.0180821,-0.0524764,-0.0817339,-0.102991,-0.114166
0.0742918,0.0670196,0.053187,0.0341482,0.0117667,-0.0117667,-0.0341482,-0.053187,-0.0670196,-0.0742918
0.0418103,0.0377176,0.0299328,0.0192181,0.00662209,-0.00662209,-0.0192181,-0.0299328,-0.0377176,-0.0418103
0.0134893,0.0121689,0.00965728,0.00620036,0.0021365,-0.0021365,-0.00620036,-0.00965728,-0.0121689,-0.0134893
