4.51496, 4.51467, 4.51408, 4.5132, 4.51202, 4.51054, 4.50876, 4.50668, 4.5043, 4.50161, 4.49861, 4.4953, 4.49167, 4.48771, 4.48343, 4.47882, 4.47387, 4.46857, 4.46293, 4.45693, 4.45056, 4.44383, 4.43671, 4.4292, 4.4213, 4.413, 4.40427, 4.39512, 4.38553, 4.3755, 4.365, 4.35403, 4.34257, 4.33062, 4.31815, 4.30516, 4.29162, 4.27752, 4.26285, 4.24759, 4.23172, 4.21523, 4.19808, 4.18028, 4.16179, 4.14259, 4.12266, 4.10199, 4.08054, 4.0583, 4.03524, 4.01133, 3.98655, 3.96086, 3.93426, 3.90669, 3.87814, 3.84858, 3.81797, 3.78628, 3.75347, 3.71952, 3.68438, 3.64803, 3.61042, 3.57152, 3.53128, 3.48966, 3.44663, 3.40213, 3.35614, 3.30859, 3.25944, 3.20865, 3.15616, 3.10193, 3.04591, 2.98803, 2.92824, 2.8665, 2.80273, 2.73689, 2.6689, 2.59872, 2.52626, 2.45148, 2.3743, 2.29465, 2.21247, 2.12767, 2.04019, 1.94995, 1.85687, 1.76088, 1.66188, 1.55981, 1.45457, 1.34607, 1.23423, 1.11895, 
4.54349, 4.54321, 4.54264, 4.54179, 4.54066, 4.53924, 4.53754, 4.53554, 4.53325, 4.53067, 4.52778, 4.5246, 4.52111, 4.51731, 4.5132, 4.50876, 4.504, 4.49891, 4.49348, 4.48771, 4.48159, 4.47511, 4.46826, 4.46104, 4.45343, 4.44543, 4.43703, 4.42822, 4.41898, 4.40931, 4.3992, 4.38863, 4.37758, 4.36605, 4.35403, 4.34149, 4.32843, 4.31482, 4.30066, 4.28593, 4.2706, 4.25466, 4.2381, 4.22088, 4.20301, 4.18444, 4.16517, 4.14516, 4.12441, 4.10288, 4.08054, 4.05738, 4.03338, 4.00849, 3.9827, 3.95597, 3.92828, 3.8996, 3.8699, 3.83913, 3.80729, 3.77431, 3.74018, 3.70486, 3.66831, 3.63048, 3.59135, 3.55088, 3.50901, 3.46571, 3.42093, 3.37464, 3.32677, 3.27729, 3.22615, 3.1733, 3.11867, 3.06223, 3.00392, 2.94368, 2.88146, 2.81719, 2.75081, 2.68227, 2.6115, 2.53844, 2.46301, 2.38516, 2.30481, 2.22189, 2.13632, 2.04803, 1.95695, 1.863, 1.76608, 1.66613, 1.56306, 1.45678, 1.3472, 1.23423, 
4.57061, 4.57034, 4.56979, 4.56898, 4.56789, 4.56653, 4.56489, 4.56297, 4.56078, 4.55829, 4.55553, 4.55247, 4.54912, 4.54546, 4.54151, 4.53725, 4.53268, 4.52778, 4.52257, 4.51702, 4.51113, 4.5049, 4.49831, 4.49136, 4.48404, 4.47635, 4.46826, 4.45977, 4.45088, 4.44157, 4.43182, 4.42163, 4.41099, 4.39988, 4.38828, 4.37619, 4.36359, 4.35046, 4.33679, 4.32257, 4.30777, 4.29237, 4.27637, 4.25974, 4.24246, 4.22451, 4.20587, 4.18652, 4.16643, 4.14559, 4.12397, 4.10154, 4.07829, 4.05417, 4.02918, 4.00327, 3.97642, 3.9486, 3.91978, 3.88993, 3.85901, 3.82699, 3.79384, 3.75953, 3.724, 3.68724, 3.64919, 3.60982, 3.56909, 3.52696, 3.48338, 3.4383, 3.39169, 3.3435, 3.29367, 3.24215, 3.18891, 3.13387, 3.077, 3.01823, 2.95751, 2.89478, 2.82998, 2.76305, 2.69393, 2.62255, 2.54884, 2.47274, 2.39419, 2.3131, 2.22941, 2.14304, 2.05391, 1.96195, 1.86708, 1.76921, 1.66826, 1.56415, 1.45678, 1.34607, 
4.59637, 4.59611, 4.59559, 4.59481, 4.59376, 4.59246, 4.59088, 4.58904, 4.58693, 4.58455, 4.58189, 4.57896, 4.57574, 4.57223, 4.56844, 4.56434, 4.55995, 4.55525, 4.55023, 4.5449, 4.53924, 4.53325, 4.52692, 4.52023, 4.51319, 4.50579, 4.49801, 4.48984, 4.48128, 4.47231, 4.46293, 4.45311, 4.44286, 4.43215, 4.42097, 4.40931, 4.39716, 4.3845, 4.37131, 4.35758, 4.34329, 4.32843, 4.31297, 4.2969, 4.2802, 4.26285, 4.24483, 4.22611, 4.20668, 4.18652, 4.16559, 4.14387, 4.12135, 4.09799, 4.07377, 4.04866, 4.02262, 3.99564, 3.96769, 3.93872, 3.90871, 3.87763, 3.84543, 3.8121, 3.77758, 3.74185, 3.70486, 3.66657, 3.62695, 3.58596, 3.54354, 3.49966, 3.45427, 3.40733, 3.35878, 3.30858, 3.25668, 3.20302, 3.14755, 3.09022, 3.03098, 2.96975, 2.90649, 2.84114, 2.77362, 2.70389, 2.63186, 2.55749, 2.48069, 2.40139, 2.31954, 2.23504, 2.14783, 2.05782, 1.96495, 1.86911, 1.77025, 1.66826, 1.56306, 1.45457, 
4.62083, 4.62058, 4.62008, 4.61933, 4.61833, 4.61708, 4.61557, 4.6138, 4.61178, 4.60949, 4.60694, 4.60412, 4.60103, 4.59767, 4.59402, 4.59009, 4.58587, 4.58136, 4.57654, 4.57142, 4.56598, 4.56022, 4.55414, 4.54771, 4.54094, 4.53382, 4.52634, 4.51848, 4.51024, 4.50161, 4.49257, 4.48312, 4.47324, 4.46293, 4.45216, 4.44092, 4.4292, 4.41699, 4.40427, 4.39102, 4.37723, 4.36288, 4.34796, 4.33244, 4.3163, 4.29953, 4.28211, 4.26401, 4.24522, 4.22571, 4.20546, 4.18444, 4.16263, 4.14, 4.11654, 4.0922, 4.06696, 4.0408, 4.01368, 3.98558, 3.95646, 3.92628, 3.89502, 3.86264, 3.82911, 3.79438, 3.75842, 3.7212, 3.68266, 3.64278, 3.6015, 3.55879, 3.51459, 3.46887, 3.42158, 3.37266, 3.32207, 3.26975, 3.21566, 3.15974, 3.10193, 3.04218, 2.98042, 2.91661, 2.85067, 2.78254, 2.71216, 2.63947, 2.56439, 2.48685, 2.40679, 2.32413, 2.23879, 2.1507, 2.05978, 1.96594, 1.86911, 1.76921, 1.66613, 1.55981, 
4.64404, 4.6438, 4.64332, 4.64261, 4.64165, 4.64044, 4.639, 4.6373, 4.63536, 4.63317, 4.63072, 4.62802, 4.62506, 4.62183, 4.61833, 4.61456, 4.61051, 4.60617, 4.60155, 4.59663, 4.59141, 4.58587, 4.58003, 4.57385, 4.56735, 4.5605, 4.5533, 4.54574, 4.53782, 4.52951, 4.52082, 4.51172, 4.50221, 4.49227, 4.48189, 4.47107, 4.45977, 4.448, 4.43573, 4.42295, 4.40965, 4.3958, 4.38139, 4.3664, 4.35082, 4.33462, 4.31778, 4.30028, 4.28211, 4.26324, 4.24364, 4.2233, 4.20218, 4.18027, 4.15754, 4.13396, 4.1095, 4.08414, 4.05784, 4.03057, 4.00231, 3.97303, 3.94268, 3.91123, 3.87865, 3.84491, 3.80996, 3.77376, 3.73629, 3.69748, 3.65732, 3.61574, 3.57272, 3.52819, 3.48212, 3.43445, 3.38514, 3.33414, 3.28139, 3.22684, 3.17044, 3.11213, 3.05185, 2.98954, 2.92514, 2.85859, 2.78982, 2.71877, 2.64537, 2.56956, 2.49125, 2.41038, 2.32688, 2.24066, 2.15166, 2.05978, 1.96495, 1.86708, 1.76608, 1.66188, 
4.66606, 4.66583, 4.66537, 4.66468, 4.66376, 4.66261, 4.66122, 4.6596, 4.65774, 4.65564, 4.65329, 4.6507, 4.64786, 4.64476, 4.6414, 4.63779, 4.6339, 4.62974, 4.6253, 4.62058, 4.61557, 4.61025, 4.60464, 4.59871, 4.59245, 4.58587, 4.57896, 4.57169, 4.56407, 4.55608, 4.54771, 4.53896, 4.5298, 4.52023, 4.51024, 4.49981, 4.48893, 4.47758, 4.46575, 4.45343, 4.44059, 4.42723, 4.41333, 4.39886, 4.38381, 4.36816, 4.35189, 4.33498, 4.31741, 4.29916, 4.2802, 4.26051, 4.24008, 4.21886, 4.19684, 4.174, 4.1503, 4.12571, 4.10021, 4.07377, 4.04635, 4.01792, 3.98846, 3.95792, 3.92628, 3.89349, 3.85952, 3.82434, 3.78789, 3.75015, 3.71107, 3.6706, 3.62872, 3.58536, 3.54048, 3.49404, 3.44598, 3.39626, 3.34482, 3.29162, 3.23659, 3.17969, 3.12084, 3.06001, 2.99711, 2.9321, 2.86491, 2.79547, 2.72372, 2.64959, 2.573, 2.49389, 2.41218, 2.3278, 2.24066, 2.1507, 2.05782, 1.96195, 1.863, 1.76088, 
4.68693, 4.68671, 4.68627, 4.68561, 4.68473, 4.68362, 4.6823, 4.68074, 4.67896, 4.67694, 4.6747, 4.67221, 4.66949, 4.66652, 4.6633, 4.65983, 4.6561, 4.65211, 4.64786, 4.64332, 4.63851, 4.63341, 4.62802, 4.62232, 4.61632, 4.61, 4.60335, 4.59637, 4.58904, 4.58136, 4.57331, 4.56489, 4.55608, 4.54687, 4.53725, 4.5272, 4.51672, 4.50579, 4.49439, 4.48251, 4.47013, 4.45724, 4.44382, 4.42986, 4.41533, 4.40021, 4.38449, 4.36815, 4.35117, 4.33352, 4.31519, 4.29614, 4.27637, 4.25583, 4.23451, 4.21238, 4.18941, 4.16558, 4.14086, 4.11522, 4.08862, 4.06104, 4.03244, 4.00279, 3.97205, 3.9402, 3.90719, 3.87299, 3.83755, 3.80084, 3.76282, 3.72344, 3.68266, 3.64044, 3.59673, 3.55148, 3.50465, 3.45618, 3.40603, 3.35413, 3.30045, 3.24492, 3.18748, 3.12809, 3.06667, 3.00316, 2.93751, 2.86964, 2.7995, 2.72701, 2.65211, 2.57472, 2.49477, 2.41218, 2.32688, 2.23879, 2.14783, 2.05391, 1.95695, 1.85687, 
4.7067, 4.70649, 4.70607, 4.70544, 4.70459, 4.70354, 4.70226, 4.70077, 4.69907, 4.69714, 4.69498, 4.6926, 4.68999, 4.68715, 4.68407, 4.68074, 4.67717, 4.67334, 4.66926, 4.66491, 4.66029, 4.6554, 4.65023, 4.64476, 4.63899, 4.63292, 4.62654, 4.61983, 4.61279, 4.6054, 4.59767, 4.58957, 4.58109, 4.57223, 4.56297, 4.5533, 4.54321, 4.53267, 4.52169, 4.51024, 4.49831, 4.48588, 4.47293, 4.45945, 4.44543, 4.43084, 4.41566, 4.39987, 4.38346, 4.3664, 4.34867, 4.33025, 4.31111, 4.29123, 4.27059, 4.24916, 4.22691, 4.20382, 4.17985, 4.15499, 4.12919, 4.10242, 4.07467, 4.04588, 4.01604, 3.98509, 3.95302, 3.91977, 3.88532, 3.84962, 3.81262, 3.7743, 3.73461, 3.6935, 3.65093, 3.60685, 3.56121, 3.51397, 3.46507, 3.41446, 3.36209, 3.3079, 3.25184, 3.19385, 3.13387, 3.07183, 3.00769, 2.94136, 2.8728, 2.80192, 2.72866, 2.65295, 2.57472, 2.49389, 2.41038, 2.32413, 2.23504, 2.14304, 2.04803, 1.94995, 
4.72542, 4.72522, 4.72482, 4.72421, 4.7234, 4.72239, 4.72117, 4.71975, 4.71811, 4.71627, 4.71421, 4.71193, 4.70943, 4.7067, 4.70375, 4.70056, 4.69714, 4.69347, 4.68956, 4.68539, 4.68096, 4.67627, 4.6713, 4.66606, 4.66053, 4.6547, 4.64857, 4.64212, 4.63536, 4.62826, 4.62083, 4.61304, 4.60489, 4.59637, 4.58746, 4.57815, 4.56843, 4.55829, 4.54771, 4.53668, 4.52518, 4.51319, 4.50071, 4.48771, 4.47417, 4.46009, 4.44543, 4.43018, 4.41432, 4.39784, 4.38069, 4.36288, 4.34436, 4.32513, 4.30515, 4.2844, 4.26284, 4.24047, 4.21724, 4.19313, 4.16811, 4.14215, 4.11521, 4.08727, 4.05829, 4.02824, 3.99707, 3.96476, 3.93126, 3.89654, 3.86056, 3.82327, 3.78464, 3.74461, 3.70315, 3.66021, 3.61574, 3.56969, 3.52201, 3.47266, 3.42157, 3.3687, 3.31398, 3.25736, 3.19879, 3.13819, 3.07552, 3.0107, 2.94367, 2.87437, 2.80272, 2.72866, 2.65211, 2.573, 2.49125, 2.40679, 2.31954, 2.22941, 2.13632, 2.04019, 
