4.57402,4.56722,4.55342,4.53216,4.50279,4.46439,4.41576,4.35541,4.28154,4.19193,4.08398,3.9546,3.8002,3.61656,3.39886,3.14151,2.83814,2.48147,2.06326,1.5742
4.69001,4.68451,4.6733,4.65599,4.63199,4.60045,4.5603,4.51017,4.4484,4.37296,4.28142,4.17093,4.0381,3.87902,3.6891,3.46307,3.19488,2.87761,2.50338,2.06326
4.77852,4.77411,4.76511,4.75118,4.73176,4.7061,4.67324,4.63192,4.58061,4.51746,4.44023,4.34626,4.23238,4.09493,3.92958,3.73136,3.49451,3.21244,2.87761,2.48147
4.84503,4.84154,4.8344,4.82331,4.80778,4.78713,4.76047,4.72668,4.68438,4.63184,4.567,4.4874,4.39009,4.27161,4.12792,3.95428,3.74524,3.49451,3.19488,2.83814
4.89413,4.89141,4.88584,4.87713,4.86486,4.84841,4.82701,4.79963,4.765,4.72155,4.66739,4.60023,4.51732,4.41542,4.29071,4.13873,3.95428,3.73136,3.46307,3.14151
4.92969,4.9276,4.92332,4.91658,4.90702,4.89409,4.87708,4.85509,4.82696,4.79126,4.74624,4.68978,4.61932,4.53183,4.4237,4.29071,4.12792,3.92958,3.6891,3.39886
4.95487,4.9533,4.95006,4.94494,4.9376,4.92756,4.91421,4.89672,4.87405,4.84489,4.80764,4.76033,4.70058,4.62555,4.53183,4.41542,4.27161,4.09493,3.87902,3.61656
4.97224,4.97109,4.96869,4.96487,4.95933,4.95166,4.94131,4.92753,4.9094,4.88573,4.85503,4.8155,4.76491,4.70058,4.61932,4.51732,4.39009,4.23238,4.0381,3.8002
4.98389,4.98306,4.98133,4.97854,4.97444,4.96867,4.96074,4.95,4.93561,4.91649,4.89129,4.85831,4.8155,4.76033,4.68978,4.60023,4.4874,4.34626,4.17093,3.9546
4.99142,4.99084,4.98963,4.98764,4.98467,4.98041,4.97442,4.96614,4.9548,4.93942,4.91877,4.89129,4.85503,4.80764,4.74624,4.66739,4.567,4.44023,4.28142,4.08398
4.9961,4.99571,4.99488,4.99351,4.99141,4.98831,4.98385,4.97753,4.96864,4.95633,4.93942,4.91649,4.88573,4.84489,4.79126,4.72155,4.63184,4.51746,4.37296,4.19193
4.99886,4.99861,4.99807,4.99715,4.9957,4.9935,4.99022,4.98543,4.97851,4.96864,4.9548,4.93561,4.9094,4.87405,4.82696,4.765,4.68438,4.58061,4.4484,4.28154
5.00039,5.00023,4.9999,4.99931,4.99834,4.9968,4.99443,4.99082,4.98543,4.97753,4.96614,4.95,4.92753,4.89672,4.85509,4.79963,4.72668,4.63192,4.51017,4.35541
5.00117,5.00108,5.00089,5.00052,4.99989,4.99884,4.99714,4.99443,4.99022,4.98385,4.97442,4.96074,4.94131,4.91421,4.87708,4.82701,4.76047,4.67324,4.5603,4.41576
5.00153,5.00149,5.00138,5.00117,5.00077,5.00006,4.99884,4.9968,4.9935,4.98831,4.98041,4.96867,4.95166,4.92756,4.89409,4.84841,4.78713,4.7061,4.60045,4.46439
5.00168,5.00166,5.0016,5.00148,5.00124,5.00077,4.99989,4.99834,4.9957,4.99141,4.98467,4.97444,4.95933,4.9376,4.90702,4.86486,4.80778,4.73176,4.63199,4.50279
5.00172,5.00172,5.00169,5.00163,5.00148,5.00117,5.00052,4.99931,4.99715,4.99351,4.98764,4.97854,4.96487,4.94494,4.91658,4.87713,4.82331,4.75118,4.65599,4.53216
5.00173,5.00173,5.00172,5.00169,5.0016,5.00138,5.00089,4.9999,4.99807,4.99488,4.98963,4.98133,4.96869,4.95006,4.92332,4.88584,4.8344,4.76511,4.6733,4.55342
5.00174,5.00173,5.00173,5.00172,5.00166,5.00149,5.00108,5.00023,4.99861,4.99571,4.99084,4.98306,4.97109,4.9533,4.9276,4.89141,4.84154,4.77411,4.68451,4.56722
5.00174,5.00174,5.00173,5.00172,5.00168,5.00153,5.00117,5.00039,4.99886,4.9961,4.99142,4.98389,4.97224,4.95487,4.92969,4.89413,4.84503,4.77852,4.69001,4.57402
