0.0090956,0.00820524,0.00651167,0.00418066,0.0014404,-0.00144089,-0.00418116,-0.00651217,-0.00820575,-0.00909612
0.00512625,0.0046244,0.00366981,0.0023559,0.000811309,-0.000812781,-0.00235738,-0.00367131,-0.00462592,-0.0051278
0.00265685,0.0023967,0.00190181,0.00122063,0.000419832,-0.000422183,-0.00122299,-0.0019042,-0.00239913,-0.00265933
0.00117366,0.00105868,0.000839883,0.000538707,0.000184635,-0.00018767,-0.000541759,-0.000842968,-0.00106181,-0.00117686
0.000331679,0.000299099,0.00023704,0.000151586,5.11E-05,-5.46E-05,-0.000155051,-0.000240543,-0.000302658,-0.000335314
-9.90E-05,-8.94E-05,-7.13E-05,-4.64E-05,-1.71E-05,1.36E-05,4.29E-05,6.77E-05,8.58E-05,9.53E-05
-0.000270477,-0.000244108,-0.000194033,-0.000125147,-4.42E-05,4.09E-05,0.000121872,0.000190722,0.000240743,0.00026704
-0.000282678,-0.000255094,-0.000202694,-0.0001306,-4.59E-05,4.32E-05,0.000127941,0.000200005,0.000252362,0.000279887
-0.000201613,-0.000181934,-0.000144548,-9.31E-05,-3.27E-05,3.09E-05,9.14E-05,0.000142784,0.000180141,0.000199781
-7.22E-05,-6.51E-05,-5.17E-05,-3.33E-05,-1.17E-05,1.11E-05,3.27E-05,5.11E-05,6.45E-05,7.15E-05
