0.00267767,0.00261173,0.00248148,0.00229012,0.00204236,0.0017443,0.00140329,0.00102771,0.000626821,0.000210491,-0.00021103,-0.000627361,-0.00102825,-0.00140383,-0.00174485,-0.00204291,-0.00229067,-0.00248204,-0.0026123,-0.00267824
0.00203977,0.00198954,0.0018903,0.00174449,0.0015557,0.00132858,0.00106872,0.000782526,0.000477042,0.00015979,-0.000161418,-0.000478672,-0.00078416,-0.00107036,-0.00133022,-0.00155736,-0.00174616,-0.00189199,-0.00199125,-0.00204149
0.00153197,0.00149424,0.00141968,0.00131012,0.00116826,0.000997602,0.00080234,0.000587284,0.000357732,0.000119335,-0.000122035,-0.000360435,-0.000589994,-0.00080506,-0.00100034,-0.00117101,-0.00131289,-0.00142247,-0.00149706,-0.00153482
0.0011301,0.00110227,0.00104723,0.00096636,0.000861638,0.000735648,0.000591492,0.000432721,0.000263245,8.72E-05,-9.10E-05,-0.000266977,-0.000436463,-0.000595248,-0.000739422,-0.000865436,-0.000970186,-0.00105109,-0.00110616,-0.00113404
0.00081431,0.000794248,0.000754559,0.000696222,0.000620675,0.000529779,0.000425773,0.00031122,0.00018894,6.19E-05,-6.66E-05,-0.000193632,-0.000315923,-0.000430494,-0.000534523,-0.000625449,-0.000701032,-0.000759411,-0.000799147,-0.000819263
0.000568291,0.000554285,0.000526548,0.000485765,0.000432941,0.000369378,0.000296644,0.00021653,0.00013101,4.22E-05,-4.77E-05,-0.000136565,-0.000222099,-0.000302233,-0.000374996,-0.000438593,-0.000491459,-0.000532292,-0.000560086,-0.000574156
0.000378683,0.000369344,0.000350817,0.000323559,0.000288245,0.000245744,0.000197106,0.000143529,8.63E-05,2.69E-05,-3.32E-05,-9.26E-05,-0.000149843,-0.000203444,-0.000252113,-0.000294653,-0.000330016,-0.000357329,-0.00037592,-0.000385332
0.000234553,0.000228761,0.000217234,0.000200258,0.000178251,0.000151759,0.000121435,8.80E-05,5.24E-05,1.53E-05,-2.22E-05,-5.93E-05,-9.49E-05,-0.000128378,-0.000158737,-0.000185273,-0.000207331,-0.000224369,-0.000235967,-0.000241838
0.000126975,0.000123832,0.00011753,0.000108227,9.62E-05,8.16E-05,6.50E-05,4.66E-05,2.70E-05,6.64E-06,-1.40E-05,-3.43E-05,-5.40E-05,-7.23E-05,-8.90E-05,-0.000103626,-0.000115754,-0.000125122,-0.000131499,-0.000134727
4.87E-05,4.75E-05,4.50E-05,4.12E-05,3.64E-05,3.06E-05,2.39E-05,1.65E-05,8.57E-06,3.58E-07,-7.96E-06,-1.62E-05,-2.41E-05,-3.15E-05,-3.83E-05,-4.42E-05,-4.90E-05,-5.28E-05,-5.54E-05,-5.67E-05
