4.53726,4.53548,4.53189,4.52649,4.51921,4.51001,4.49882,4.48555,4.47011,4.45236,4.43218,4.40942,4.38391,4.35545,4.32384,4.28884,4.2502,4.20764,4.16085,4.1095,4.05323,3.99166,3.92434,3.85083,3.77064,3.68323,3.58802,3.48441,3.37174,3.24929,3.11633,2.97202,2.81553,2.64592,2.46222,2.26339,2.04832,1.81582,1.56465,1.2935
4.60333,4.60172,4.59849,4.59361,4.58703,4.57872,4.5686,4.55658,4.54258,4.52648,4.50816,4.48746,4.46423,4.43828,4.40941,4.3774,4.34201,4.30297,4.25997,4.21271,4.16083,4.10396,4.04169,3.97357,3.89912,3.81784,3.72916,3.63249,3.52719,3.41257,3.2879,3.1524,3.00521,2.84544,2.67215,2.4843,2.28081,2.06054,1.82225,1.56465
4.66136,4.65991,4.657,4.6526,4.64668,4.63918,4.63004,4.61919,4.60654,4.59196,4.57536,4.55657,4.53546,4.51185,4.48554,4.45632,4.42395,4.38819,4.34873,4.30529,4.25752,4.20505,4.1475,4.08443,4.01538,3.93986,3.85731,3.76718,3.66882,3.56158,3.44474,3.31754,3.17914,3.02869,2.86523,2.68778,2.49528,2.2866,2.06054,1.81582
4.71214,4.71084,4.70822,4.70427,4.69895,4.69221,4.68399,4.67421,4.6628,4.64964,4.63462,4.61762,4.59848,4.57703,4.55309,4.52646,4.49692,4.4642,4.42805,4.38817,4.34424,4.29589,4.24276,4.18442,4.12043,4.05031,3.97353,3.88953,3.79771,3.69742,3.58796,3.46858,3.33849,3.19683,3.04268,2.87508,2.69298,2.49528,2.28081,2.04832
4.75642,4.75525,4.75291,4.74938,4.74461,4.73856,4.73118,4.7224,4.71213,4.70028,4.68674,4.67138,4.65405,4.63462,4.61288,4.58866,4.56173,4.53186,4.49879,4.46222,4.42186,4.37737,4.32836,4.27445,4.2152,4.15014,4.07877,4.00054,3.91487,3.82111,3.7186,3.6066,3.48434,3.35098,3.20563,3.04733,2.87508,2.68778,2.4843,2.26339
4.79488,4.79384,4.79175,4.78859,4.78433,4.77893,4.77233,4.76446,4.75525,4.7446,4.73242,4.71857,4.70293,4.68535,4.66566,4.64367,4.61917,4.59193,4.56172,4.52825,4.49122,4.45031,4.40516,4.35538,4.30057,4.24025,4.17395,4.10113,4.02122,3.93361,3.83764,3.73259,3.61771,3.49218,3.35513,3.20563,3.04268,2.86523,2.67215,2.46222
4.82815,4.82723,4.82537,4.82256,4.81877,4.81395,4.80806,4.80103,4.79279,4.78325,4.77232,4.75987,4.74579,4.72992,4.71212,4.69219,4.66994,4.64515,4.61759,4.58699,4.55306,4.51549,4.47393,4.42802,4.37734,4.32146,4.2599,4.19215,4.11766,4.03582,3.94599,3.84748,3.73955,3.6214,3.49218,3.35098,3.19683,3.02869,2.84544,2.64592
4.85681,4.85599,4.85434,4.85185,4.84849,4.84421,4.83897,4.83271,4.82536,4.81684,4.80706,4.7959,4.78325,4.76896,4.75289,4.73487,4.7147,4.69218,4.66707,4.63914,4.60809,4.57362,4.53541,4.49309,4.44628,4.39454,4.33742,4.27442,4.20499,4.12856,4.0445,3.95214,3.85074,3.73955,3.61771,3.48434,3.33849,3.17914,3.00521,2.81553
4.88138,4.88065,4.8792,4.877,4.87402,4.87024,4.8656,4.86004,4.85351,4.84592,4.83719,4.82721,4.81587,4.80304,4.78857,4.7723,4.75405,4.73363,4.7108,4.68533,4.65695,4.62537,4.59027,4.5513,4.50808,4.46021,4.40724,4.34867,4.28399,4.21263,4.13398,4.04739,3.95214,3.84748,3.73259,3.6066,3.46858,3.31754,3.1524,2.97202
4.90234,4.9017,4.90043,4.89849,4.89587,4.89253,4.88843,4.88352,4.87773,4.871,4.86323,4.85433,4.84419,4.8327,4.8197,4.80505,4.78857,4.77007,4.74934,4.72615,4.70024,4.67133,4.63912,4.60327,4.5634,4.51913,4.47002,4.4156,4.35536,4.28874,4.21516,4.13398,4.0445,3.94599,3.83764,3.7186,3.58796,3.44474,3.2879,3.11633
4.92013,4.91958,4.91846,4.91676,4.91446,4.91153,4.90792,4.90359,4.89849,4.89253,4.88564,4.87773,4.86869,4.85841,4.84676,4.83359,4.81874,4.80202,4.78323,4.76214,4.73852,4.71209,4.68255,4.64958,4.61283,4.57191,4.5264,4.47585,4.41975,4.35757,4.28874,4.21263,4.12856,4.03582,3.93361,3.82111,3.69742,3.56158,3.41257,3.24929
4.93515,4.93467,4.93369,4.93221,4.9302,4.92764,4.92448,4.92068,4.91619,4.91093,4.90484,4.89783,4.8898,4.88064,4.87022,4.85841,4.84504,4.82995,4.81294,4.7938,4.77229,4.74814,4.72108,4.69079,4.65693,4.61912,4.57697,4.53001,4.47778,4.41975,4.35536,4.28399,4.20499,4.11766,4.02122,3.91487,3.79771,3.66882,3.52719,3.37174
4.94775,4.94733,4.94649,4.9452,4.94346,4.94122,4.93847,4.93515,4.93121,4.92659,4.92123,4.91503,4.90791,4.89977,4.89048,4.87991,4.86791,4.85431,4.83894,4.82158,4.80201,4.77997,4.7552,4.72739,4.69621,4.66129,4.62224,4.57864,4.53001,4.47585,4.4156,4.34867,4.27442,4.19215,4.10113,4.00054,3.88953,3.76718,3.63249,3.48441
4.95826,4.9579,4.95717,4.95606,4.95455,4.95261,4.95022,4.94733,4.94389,4.93985,4.93514,4.92969,4.9234,4.91618,4.90791,4.89847,4.88772,4.87549,4.86162,4.8459,4.82811,4.80802,4.78536,4.75983,4.73113,4.69889,4.66273,4.62224,4.57697,4.5264,4.47002,4.40724,4.33742,4.2599,4.17395,4.07877,3.97353,3.85731,3.72916,3.58802
4.96696,4.96665,4.96602,4.96507,4.96377,4.9621,4.96003,4.95753,4.95454,4.95102,4.9469,4.94211,4.93658,4.93019,4.92285,4.91444,4.90483,4.89385,4.88135,4.86713,4.85098,4.83267,4.81196,4.78854,4.76213,4.73237,4.69889,4.66129,4.61912,4.57191,4.51913,4.46021,4.39454,4.32146,4.24025,4.15014,4.05031,3.93986,3.81784,3.68323
4.97411,4.97384,4.97331,4.97249,4.97138,4.96995,4.96818,4.96602,4.96343,4.96038,4.95679,4.9526,4.94774,4.94211,4.93562,4.92814,4.91956,4.90972,4.89846,4.88562,4.87097,4.8543,4.83537,4.81391,4.7896,4.76213,4.73113,4.69621,4.65693,4.61283,4.5634,4.50808,4.44628,4.37734,4.30057,4.2152,4.12043,4.01538,3.89912,3.77064
4.97994,4.97971,4.97926,4.97857,4.97762,4.9764,4.97489,4.97303,4.97081,4.96817,4.96506,4.96141,4.95716,4.95221,4.94647,4.93984,4.93219,4.92339,4.91327,4.90168,4.8884,4.87324,4.85595,4.83627,4.81391,4.78854,4.75983,4.72739,4.69079,4.64958,4.60327,4.5513,4.49309,4.42802,4.35538,4.27445,4.18442,4.08443,3.97357,3.85083
4.98465,4.98446,4.98408,4.9835,4.9827,4.98167,4.98038,4.9788,4.97689,4.97462,4.97194,4.96877,4.96506,4.96072,4.95567,4.9498,4.943,4.93513,4.92605,4.91559,4.90357,4.88978,4.87399,4.85595,4.83537,4.81196,4.78536,4.7552,4.72108,4.68255,4.63912,4.59027,4.53541,4.47393,4.40516,4.32836,4.24276,4.1475,4.04169,3.92434
4.98842,4.98826,4.98795,4.98746,4.98679,4.98592,4.98483,4.98349,4.98187,4.97993,4.97762,4.97488,4.97165,4.96786,4.96343,4.95824,4.9522,4.94518,4.93704,4.92762,4.91674,4.9042,4.88978,4.87324,4.8543,4.83267,4.80802,4.77997,4.74814,4.71209,4.67133,4.62537,4.57362,4.51549,4.45031,4.37737,4.29589,4.20505,4.10396,3.99166
