0.28178, -0.0311135, -0.335361, -0.608587, -0.823857, -0.958177, -0.998704, -0.94147, -0.792079, -0.565154, -0.282907, 0.0270322, 0.334326, 0.608893, 0.823857, 0.958177, 0.998704, 0.94147, 0.792079, 0.565154, 0.282907, 
0.40376, 0.0936194, -0.213623, -0.500954, -0.742458, -0.912402, -0.992924, -0.975955, -0.863534, -0.666578, -0.404373, -0.102585, 0.209244, 0.500592, 0.742938, 0.91256, 0.992854, 0.975961, 0.863534, 0.666578, 0.404373, 
0.519934, 0.216315, -0.0901034, -0.386768, -0.649104, -0.850957, -0.970174, -0.993992, -0.920322, -0.756556, -0.518795, -0.230231, 0.0808667, 0.384049, 0.649638, 0.851636, 0.97027, 0.993927, 0.920292, 0.756572, 0.518793, 
0.6282, 0.335307, 0.0337476, -0.267961, -0.546083, -0.77535, -0.930712, -0.99508, -0.961535, -0.833655, -0.624241, -0.35375, -0.0486398, 0.261247, 0.545555, 0.776462, 0.931363, 0.995096, 0.961422, 0.833637, 0.62425, 
0.72671, 0.44886, 0.156347, -0.146235, -0.435461, -0.687454, -0.875436, -0.979044, -0.986352, -0.896623, -0.718999, -0.471066, -0.177075, 0.134264, 0.432463, 0.688332, 0.876819, 0.979478, 0.986259, 0.896498, 0.718982, 
0.813839, 0.555255, 0.276018, -0.0232411, -0.319123, -0.589205, -0.805724, -0.946225, -0.9942, -0.944324, -0.801525, -0.580252, -0.302272, 0.00526058, 0.312285, 0.588754, 0.807589, 0.947371, 0.994416, 0.944123, 0.801411, 
0.888174, 0.652853, 0.391044, 0.0993414, -0.198848, -0.482494, -0.723216, -0.897456, -0.984911, -0.975814, -0.870395, -0.679525, -0.422156, -0.123579, 0.187073, 0.47943, 0.724864, 0.899344, 0.985786, 0.975734, 0.87017, 
0.948523, 0.740133, 0.499721, 0.219799, -0.076385, -0.369146, -0.629661, -0.83395, -0.958784, -0.990468, -0.924339, -0.767209, -0.534761, -0.250105, 0.0589558, 0.362228, 0.630066, 0.836236, 0.960546, 0.99083, 0.924124, 
0.993925, 0.815729, 0.600406, 0.336401, 0.0465147, -0.250949, -0.526836, -0.75716, -0.916542, -0.988068, -0.962336, -0.841756, -0.638211, -0.37223, -0.0699151, 0.239151, 0.524822, 0.759138, 0.919151, 0.989187, 0.962393, 
1.02366, 0.878456, 0.691554, 0.447432, 0.168086, -0.12968, -0.416521, -0.668682, -0.859244, -0.968816, -0.983698, -0.901799, -0.730725, -0.48793, -0.197401, 0.112278, 0.410938, 0.669381, 0.862326, 0.970861, 0.984358, 
1.03725, 0.927325, 0.771754, 0.551229, 0.286561, -0.00712276, -0.300497, -0.570191, -0.788194, -0.933306, -0.988126, -0.946237, -0.810658, -0.595247, -0.32139, -0.01627, 0.290351, 0.568513, 0.791064, 0.936191, 0.989679, 
1.03448, 0.961569, 0.839758, 0.646216, 0.400193, 0.114929, -0.180554, -0.463404, -0.704862, -0.882448, -0.975717, -0.974304, -0.876563, -0.692317, -0.439808, -0.14436, 0.16509, 0.458263, 0.706601, 0.885793, 0.978295, 
1.01541, 0.980647, 0.894505, 0.730935, 0.507281, 0.234682, -0.0584974, -0.350075, -0.610827, -0.817405, -0.946932, -0.985603, -0.927261, -0.777411, -0.550631, -0.26986, 0.0372426, 0.340498, 0.610396, 0.820554, 0.950429, 
