0.0238539,-0.0556089,-0.13472,-0.212979,-0.289892,-0.364973,-0.437745,-0.50775,-0.574545,-0.637708,-0.696838,-0.751563,-0.801537,-0.846443,-0.885997,-0.91995,-0.948086,-0.970229,-0.986237,-0.99601,-0.999486,-0.996643,-0.987499,-0.972111,-0.950578,-0.923034,-0.889655,-0.850652,-0.80627,-0.75679,-0.702526,-0.643821,-0.581045,-0.514595,-0.444892,-0.372376,-0.297506,-0.220755,-0.142608,-0.0635601,0.01589,0.0952397,0.173987,0.251635,0.327692,0.401676,0.473122,0.541576,0.606606,0.667801,0.724774,0.777164,0.824642,0.866905,0.903688,0.934757,0.959916,0.979007,0.991908,0.998538,0.998854,0.992856,0.98058,0.962105,0.937547,0.907062,0.870842,0.829116,0.782148,0.730236,0.673706,0.612917,0.548253,0.480123,0.408957,0.335206,0.259336,0.181826,0.103166
0.0874225,0.00796136,-0.0714311,-0.150372,-0.228362,-0.304908,-0.379527,-0.451746,-0.521109,-0.587178,-0.649534,-0.707783,-0.761558,-0.810518,-0.854353,-0.892787,-0.925577,-0.952515,-0.97343,-0.988192,-0.996705,-0.998918,-0.994814,-0.984421,-0.967805,-0.945069,-0.916359,-0.881855,-0.841775,-0.796374,-0.745938,-0.690785,-0.631266,-0.567755,-0.500655,-0.430389,-0.357402,-0.282156,-0.205126,-0.126799,-0.0476701,0.03176,0.110989,0.189517,0.266846,0.342488,0.415965,0.486813,0.554582,0.618845,0.679195,0.735252,0.78666,0.833094,0.874262,0.909902,0.939789,0.963735,0.981587,0.993234,0.998601,0.997655,0.990401,0.976885,0.957194,0.93145,0.899818,0.862497,0.819723,0.771766,0.71893,0.661548,0.599985,0.534627,0.46589,0.394207,0.320032,0.243834,0.166094
0.150604,0.0715303,-0.00791713,-0.0872193,-0.16597,-0.243671,-0.319832,-0.393971,-0.465619,-0.534323,-0.599649,-0.661184,-0.718538,-0.77135,-0.819285,-0.86204,-0.899345,-0.930965,-0.956698,-0.976383,-0.989894,-0.997148,-0.998097,-0.992736,-0.981098,-0.963258,-0.939327,-0.909458,-0.873839,-0.832695,-0.786287,-0.734907,-0.678881,-0.618563,-0.554335,-0.486601,-0.415792,-0.342353,-0.26675,-0.18946,-0.110973,-0.0317841,0.0476058,0.126695,0.204983,0.281975,0.357184,0.430135,0.500366,0.567435,0.630915,0.690407,0.745534,0.795947,0.841328,0.88139,0.915879,0.944578,0.967305,0.983916,0.994307,0.998412,0.996204,0.987698,0.972947,0.952045,0.925124,0.892354,0.853942,0.810131,0.761199,0.707454,0.649236,0.586913,0.52088,0.451553,0.379372,0.304792,0.228286
0.213197,0.13479,0.0556408,-0.0237776,-0.102969,-0.18151,-0.258903,-0.33466,-0.4083,-0.47936,-0.547388,-0.611956,-0.672655,-0.729101,-0.780937,-0.827836,-0.869501,-0.905669,-0.936111,-0.960635,-0.979085,-0.991345,-0.997338,-0.997025,-0.990408,-0.97753,-0.958471,-0.933353,-0.902334,-0.86561,-0.823413,-0.776011,-0.723702,-0.666818,-0.605718,-0.540788,-0.472439,-0.401104,-0.327232,-0.251292,-0.173763,-0.0951353,-0.0159061,0.0634236,0.142352,0.220381,0.297017,0.371774,0.444181,0.51378,0.580131,0.642813,0.701432,0.755616,0.805023,0.84934,0.888288,0.921619,0.949123,0.970627,0.985995,0.995128,0.99797,0.994503,0.984748,0.968767,0.946661,0.91857,0.884671,0.84518,0.800345,0.75045,0.69581,0.636771,0.573706,0.507015,0.437117,0.364456,0.289491
0.274914,0.197515,0.11896,0.0397571,-0.0396159,-0.118678,-0.196989,-0.274055,-0.349388,-0.422512,-0.492965,-0.560302,-0.624096,-0.683944,-0.739468,-0.790317,-0.836169,-0.876735,-0.911758,-0.941016,-0.964325,-0.981537,-0.992544,-0.997275,-0.995701,-0.987832,-0.973718,-0.953448,-0.927149,-0.894989,-0.857171,-0.813933,-0.765549,-0.712325,-0.654598,-0.592732,-0.527118,-0.458172,-0.38633,-0.312044,-0.235786,-0.158037,-0.0792894,-4.02E-05,0.0792094,0.157958,0.235708,0.311968,0.386256,0.458101,0.52705,0.592667,0.654537,0.712269,0.765498,0.813886,0.85713,0.894954,0.92712,0.953424,0.973701,0.987821,0.995697,0.997277,0.992552,0.981551,0.964345,0.941043,0.91179,0.876773,0.836213,0.790366,0.739522,0.684002,0.624158,0.560368,0.493035,0.422585,0.349463
0.335526,0.259434,0.181804,0.103119,0.0238825,-0.0554283,-0.13434,-0.212402,-0.289121,-0.364013,-0.436603,-0.506433,-0.57306,-0.636065,-0.695049,-0.749638,-0.799487,-0.844282,-0.883739,-0.917609,-0.945678,-0.967767,-0.983738,-0.99349,-0.99696,-0.994128,-0.98501,-0.969664,-0.948188,-0.920717,-0.887426,-0.848523,-0.804256,-0.754904,-0.70078,-0.642225,-0.579609,-0.513329,-0.443804,-0.371473,-0.296793,-0.220236,-0.142288,-0.0634396,0.0158097,0.0949591,0.173508,0.25096,0.326826,0.400625,0.471891,0.540174,0.605041,0.666084,0.722915,0.775175,0.822535,0.864694,0.901387,0.932381,0.95748,0.976525,0.989396,0.996013,0.996332,0.990352,0.97811,0.959685,0.935192,0.904787,0.868661,0.827043,0.780197,0.728418,0.672033,0.6114,0.546901,0.478945,0.407961
0.394776,0.320308,0.243908,0.166067,0.0872719,0.00802036,-0.0712106,-0.149952,-0.227746,-0.3041,-0.378531,-0.450569,-0.519758,-0.585661,-0.647862,-0.705966,-0.759608,-0.808446,-0.852174,-0.890513,-0.923223,-0.950096,-0.970962,-0.985689,-0.994184,-0.996394,-0.992304,-0.981941,-0.965369,-0.942694,-0.914059,-0.879645,-0.83967,-0.794386,-0.744079,-0.689069,-0.629701,-0.566353,-0.499424,-0.429338,-0.356537,-0.281481,-0.204647,-0.126518,-0.0475897,0.0316396,0.110669,0.188999,0.266133,0.341585,0.414878,0.485547,0.553147,0.61725,0.67745,0.733367,0.784647,0.830967,0.872033,0.907586,0.9374,0.961289,0.979099,0.99072,0.996076,0.995136,0.987903,0.974425,0.954786,0.929111,0.897562,0.860338,0.817674,0.769841,0.717141,0.659907,0.5985,0.53331,0.464748
0.452431,0.379882,0.305028,0.22834,0.150308,0.0714216,-0.00782583,-0.0869589,-0.165511,-0.243017,-0.318986,-0.392938,-0.464407,-0.532939,-0.598101,-0.659483,-0.716695,-0.769375,-0.817192,-0.859842,-0.897055,-0.928598,-0.954269,-0.973907,-0.987388,-0.994626,-0.995576,-0.990231,-0.978626,-0.960834,-0.936967,-0.907176,-0.87165,-0.830613,-0.784324,-0.733077,-0.677195,-0.617032,-0.552967,-0.485407,-0.414777,-0.341526,-0.266114,-0.189021,-0.110732,-0.0317438,0.0474455,0.126335,0.204425,0.281224,0.356244,0.429012,0.499067,0.565968,0.62929,0.688633,0.743623,0.793911,0.83918,0.879144,0.913549,0.942178,0.964851,0.981423,0.991791,0.995888,0.993689,0.985208,0.970497,0.949651,0.922801,0.890117,0.851805,0.808108,0.759301,0.705694,0.647626,0.585462,0.519598
0.508253,0.437921,0.364911,0.28969,0.212734,0.134531,0.0555721,-0.0236524,-0.102669,-0.181012,-0.258211,-0.333776,-0.407232,-0.478113,-0.545971,-0.610378,-0.670925,-0.727231,-0.778939,-0.825722,-0.867284,-0.903364,-0.933732,-0.958196,-0.976603,-0.988835,-0.994816,-0.994507,-0.98791,-0.975068,-0.956061,-0.931009,-0.900071,-0.863443,-0.821355,-0.774075,-0.721901,-0.665163,-0.604219,-0.539455,-0.471281,-0.400127,-0.326443,-0.250696,-0.173363,-0.0949347,-0.015906,0.0632233,0.141953,0.219785,0.296228,0.370797,0.443023,0.512447,0.578632,0.641158,0.699631,0.753681,0.802965,0.847173,0.886025,0.919275,0.946713,0.968165,0.983497,0.99261,0.995448,0.991993,0.982266,0.966328,0.944281,0.916264,0.882454,0.843065,0.798346,0.74858,0.69408,0.635193,0.572289
0.562019,0.494187,0.423319,0.349867,0.274299,0.197093,0.118739,0.0397272,-0.0394558,-0.118338,-0.196452,-0.273324,-0.348468,-0.421408,-0.491685,-0.558853,-0.622487,-0.682186,-0.737572,-0.788295,-0.834034,-0.8745,-0.909437,-0.938625,-0.961878,-0.97905,-0.990031,-0.994754,-0.993188,-0.985342,-0.971266,-0.95105,-0.924821,-0.892745,-0.855025,-0.811899,-0.76364,-0.710553,-0.652974,-0.591266,-0.52582,-0.45705,-0.38539,-0.311294,-0.235229,-0.157678,-0.079129,-8.01E-05,0.0789693,0.157519,0.235074,0.311142,0.385243,0.456908,0.525684,0.591137,0.652853,0.710441,0.763537,0.811807,0.854943,0.892675,0.924762,0.951003,0.971232,0.98532,0.993178,0.994757,0.990047,0.979078,0.961919,0.938678,0.909502,0.874577,0.834122,0.788393,0.73768,0.682303,0.622612
0.61351,0.548453,0.480013,0.408629,0.334754,0.258858,0.181422,0.102937,0.0238906,-0.0552322,-0.133961,-0.211826,-0.288352,-0.363056,-0.435464,-0.505118,-0.57158,-0.634427,-0.693263,-0.747717,-0.797443,-0.842127,-0.881488,-0.915275,-0.943275,-0.965312,-0.981246,-0.990976,-0.994441,-0.991618,-0.982527,-0.967223,-0.945804,-0.918406,-0.885201,-0.8464,-0.802247,-0.753023,-0.699037,-0.640632,-0.578177,-0.512066,-0.442718,-0.370571,-0.296081,-0.219719,-0.141968,-0.0633192,0.0157298,0.0946793,0.17303,0.250287,0.325962,0.399576,0.470663,0.538775,0.60348,0.664371,0.72106,0.773191,0.820434,0.862489,0.899092,0.93001,0.955049,0.974049,0.986891,0.993494,0.993815,0.987854,0.975646,0.957271,0.932843,0.902517,0.866486,0.824976,0.77825,0.726604,0.670365
0.662519,0.600499,0.534765,0.465736,0.393854,0.319574,0.243371,0.165725,0.0871275,0.00806604,-0.0709779,-0.149534,-0.227131,-0.303293,-0.377537,-0.449395,-0.518411,-0.584149,-0.646194,-0.704154,-0.757662,-0.80638,-0.849999,-0.888245,-0.920875,-0.947683,-0.968499,-0.983192,-0.991669,-0.993876,-0.9898,-0.979466,-0.962939,-0.940325,-0.911765,-0.877441,-0.837569,-0.792402,-0.742226,-0.687356,-0.628141,-0.564955,-0.498197,-0.428289,-0.355673,-0.280809,-0.204169,-0.126238,-0.0475094,0.0315197,0.110349,0.188482,0.265422,0.340685,0.413793,0.484285,0.551716,0.615658,0.675708,0.731486,0.78264,0.828845,0.86981,0.905276,0.935018,0.958849,0.976618,0.988212,0.993558,0.992623,0.985412,0.971971,0.952385,0.926778,0.895311,0.858184,0.815631,0.767921,0.715357
