-2.63E-05,-0.000428757,-0.000582418,-0.000517698,-0.000478869,-0.000428249,-0.000367083,-0.000296879,-0.000219365,-0.000136449,-5.02E-05,3.73E-05,0.00012393,0.00020747,0.000285901,0.000357293,0.000419887,0.000472142,0.000512771,0.000540774,0.000555462,0.000556472,0.00054378,0.000517698,0.000478869,0.000428249,0.000367083,0.000296879,0.000219365,0.000136449,5.02E-05,-3.73E-05,-0.00012393,-0.00020747,-0.000285901,-0.000357293,-0.000419887,-0.000472142,-0.000512771,-0.000540774
3.86E-05,-0.000567566,-0.00105739,-0.00112224,-0.00101099,-0.000891096,-0.000786417,-0.00065211,-0.000502519,-0.000340555,-0.000170204,4.34E-06,0.000178771,0.000348804,0.000510247,0.000659127,0.000791777,0.000904931,0.000995802,0.00106215,0.00110235,0.00111541,0.00110099,0.00105947,0.000991865,0.000899833,0.000785644,0.00065211,0.000502519,0.000340555,0.000170204,-4.34E-06,-0.000178771,-0.000348804,-0.000510247,-0.000659127,-0.000791777,-0.000904931,-0.000995802,-0.00106215
0.000136105,-0.000509604,-0.00134396,-0.00168749,-0.00161861,-0.00142151,-0.00124231,-0.00105814,-0.000848423,-0.000609979,-0.000359087,-9.90E-05,0.000163463,0.000421924,0.000669997,0.000901571,0.00111095,0.00129297,0.00144315,0.0015578,0.00163409,0.00167014,0.00166507,0.001619,0.00153306,0.00140937,0.00125099,0.00106179,0.000846457,0.000610278,0.000359071,9.90E-05,-0.000163463,-0.000421924,-0.000669997,-0.000901571,-0.00111095,-0.00129297,-0.00144315,-0.0015578
0.000244934,-0.00032696,-0.00144498,-0.00212613,-0.00224104,-0.0020302,-0.00176003,-0.00150729,-0.00124534,-0.00094426,-0.000615997,-0.000271747,7.74E-05,0.000425301,0.000762613,0.00108116,0.00137308,0.00163119,0.00184913,0.00202155,0.00214419,0.00221403,0.00222935,0.00218978,0.00209629,0.00195118,0.00175803,0.00152159,0.00124768,0.000943051,0.0006152,0.000272202,-7.75E-05,-0.000425293,-0.000762613,-0.00108116,-0.00137308,-0.00163119,-0.00184913,-0.00202155
0.000357049,-6.83E-05,-0.00139248,-0.0024018,-0.00280467,-0.00268391,-0.00235703,-0.00201361,-0.00168702,-0.00133357,-0.000939092,-0.000514471,-7.89E-05,0.000358106,0.000785979,0.00119493,0.00157429,0.00191492,0.00220839,0.00244749,0.00262632,0.00274048,0.00278717,0.00276522,0.00267519,0.00251928,0.00230134,0.00202673,0.00170222,0.00133579,0.000936477,0.0005141,7.91E-05,-0.000357918,-0.000786087,-0.0011949,-0.00157429,-0.00191492,-0.00220839,-0.00244749
0.000469285,0.000235159,-0.00122341,-0.00251388,-0.00325519,-0.00332687,-0.00302148,-0.00259382,-0.00218226,-0.00177002,-0.00132063,-0.000825758,-0.000306329,0.000219894,0.000738983,0.00124032,0.00171112,0.0021399,0.00251589,0.00282996,0.00307435,0.00324303,0.00333186,0.00333865,0.00326323,0.00310745,0.00287517,0.00257208,0.00220567,0.00178494,0.00132026,0.00082307,0.000305614,-0.000219366,-0.000738945,-0.00124033,-0.00171117,-0.00213988,-0.0025159,-0.00282996
0.00058022,0.00056405,-0.000970286,-0.00248069,-0.0035648,-0.00390383,-0.00371642,-0.00324902,-0.00274642,-0.00225649,-0.00175266,-0.00119919,-0.000604259,9.55E-06,0.000620707,0.00121569,0.00178067,0.00230224,0.00276699,0.00316364,0.00348235,0.00371534,0.00385683,0.00390336,0.00385378,0.0037093,0.00347349,0.00315215,0.00275319,0.00228644,0.00176339,0.00119692,0.000600976,-9.76E-06,-0.000620264,-0.00121549,-0.00178079,-0.00230224,-0.002767,-0.00316362
0.000689064,0.000906149,-0.000658777,-0.00232762,-0.00372794,-0.00437341,-0.00439372,-0.00395951,-0.00338805,-0.00280455,-0.00223415,-0.00162665,-0.000968136,-0.000273033,0.000429662,0.00111967,0.00178079,0.00239856,0.00295741,0.0034435,0.00384469,0.00415125,0.00435558,0.00445268,0.00444012,0.00431824,0.00409003,0.00376111,0.00333957,0.00283581,0.00226222,0.00163292,0.000963422,0.000270197,-0.000429682,-0.00111898,-0.00178073,-0.00239862,-0.00295746,-0.00344347
0.00079526,0.00125368,-0.000308017,-0.0020804,-0.00375372,-0.00471203,-0.00500727,-0.00468982,-0.00410068,-0.00342566,-0.00277231,-0.00210394,-0.00139064,-0.000624781,0.000164902,0.000950527,0.0017097,0.00242625,0.00308334,0.00366487,0.00415605,0.00454488,0.00482177,0.00497997,0.00501553,0.0049276,0.00471833,0.00439288,0.00395926,0.00342815,0.00281263,0.00212785,0.00139068,0.000619268,-0.000167395,-0.000949936,-0.00170909,-0.00242615,-0.00308348,-0.00366488
0.000898343,0.00160152,6.81E-05,-0.00176181,-0.00365901,-0.00491214,-0.00552118,-0.00539797,-0.004862,-0.0041227,-0.00337808,-0.00263392,-0.00186583,-0.00103949,-0.000172054,0.000706756,0.00156535,0.00238314,0.00314168,0.00382353,0.00441137,0.00489058,0.00524926,0.00547873,0.00557328,0.00553061,0.00535175,0.00504112,0.00460636,0.00405817,0.00341006,0.00267798,0.00187996,0.00103564,0.000165833,-0.000708063,-0.00156452,-0.00238246,-0.00314173,-0.00382365
0.00099789,0.00194608,0.000459698,-0.00139064,-0.00346339,-0.0049781,-0.00591286,-0.00604401,-0.0056385,-0.00488562,-0.00405926,-0.00322502,-0.00239275,-0.00151052,-0.000576536,0.000388576,0.00134571,0.00226697,0.00312985,0.00391591,0.00460602,0.00518296,0.00563213,0.00594259,0.00610672,0.0061205,0.00598357,0.00569931,0.0052747,0.00472022,0.00404951,0.00327909,0.00242793,0.00151698,0.000568677,-0.000393626,-0.00134624,-0.0022657,-0.00312937,-0.00391599
0.0010935,0.00228474,0.000859547,-0.000981766,-0.00318608,-0.00492168,-0.00617246,-0.00659576,-0.00639215,-0.00569189,-0.00481495,-0.00388669,-0.00297622,-0.00203415,-0.00104215,-9.80E-07,0.00104985,0.00207531,0.00304527,0.00393901,0.00473595,0.00541699,0.00596466,0.00636539,0.0066093,0.0066905,0.00660696,0.00636074,0.00595789,0.00540834,0.00472562,0.00392654,0.00303078,0.00206038,0.00103926,-7.46E-06,-0.00105399,-0.00207457,-0.00304407,-0.00393861
0.0011848,0.00261541,0.00126242,-0.00054668,-0.00284428,-0.00475834,-0.00630037,-0.00703141,-0.00708666,-0.00651026,-0.00563313,-0.004624,-0.00362458,-0.0026116,-0.00156349,-0.000456492,0.000679224,0.00180641,0.00288527,0.00388999,0.00479772,0.0055882,0.00624147,0.00674113,0.00707463,0.00723392,0.00721508,0.00701862,0.00664932,0.00611629,0.00543266,0.00461526,0.00368422,0.00266246,0.00157514,0.000449033,-0.000688128,-0.00180834,-0.00288403,-0.00388871
0.00127142,0.00293636,0.00166437,-9.42E-05,-0.00245263,-0.0045045,-0.00630417,-0.00733959,-0.00769191,-0.00730594,-0.00649154,-0.00543384,-0.00434554,-0.00324862,-0.00213863,-0.00097201,0.000237839,0.00146023,0.00264739,0.00376593,0.00478816,0.00569266,0.00645762,0.00706409,0.00749646,0.00774416,0.00780113,0.00766605,0.00734221,0.00683758,0.00616458,0.00533979,0.00438351,0.0033193,0.00217336,0.000973899,-0.000249539,-0.00146683,-0.00264801,-0.00376398
0.00135303,0.00324606,0.00206229,0.000368983,-0.00202314,-0.0041759,-0.00619565,-0.00751787,-0.00818624,-0.00804543,-0.00736077,-0.0063034,-0.0051421,-0.00395301,-0.00277004,-0.00154341,-0.000268695,0.00103917,0.00233042,0.00356393,0.00470413,0.00572688,0.00660873,0.00732891,0.00786876,0.00821477,0.00835835,0.00829615,0.00802968,0.0075655,0.00691503,0.00609429,0.00512349,0.00402653,0.00283043,0.00156463,0.000260299,-0.00105044,-0.00233531,-0.00356268
0.00142929,0.00354316,0.00245366,0.000837553,-0.00156548,-0.00378669,-0.00598857,-0.00757058,-0.00855679,-0.00870015,-0.00820841,-0.00721113,-0.00600963,-0.0047311,-0.00346373,-0.0021701,-0.000835078,0.000547803,0.00193517,0.00328181,0.00454242,0.00568746,0.00669092,0.00753077,0.00818578,0.00863942,0.00888009,0.00890203,0.00870477,0.00829322,0.00767746,0.00687265,0.0058986,0.00477932,0.00354235,0.00221816,0.000839354,-0.000560123,-0.00194581,-0.00328358
0.00149992,0.00382638,0.00283632,0.00130736,-0.00108739,-0.00334908,-0.00569698,-0.00750658,-0.00879871,-0.00924846,-0.00900291,-0.00812934,-0.006935,-0.00558439,-0.00422674,-0.00285533,-0.00145824,-8.42E-06,0.00146476,0.00291894,0.00430014,0.00557096,0.00670053,0.00766535,0.00844226,0.00901204,0.00935976,0.00947688,0.00936054,0.00901376,0.00844505,0.00766841,0.00670293,0.0055724,0.00430467,0.00293094,0.00148504,2.57E-06,-0.00147996,-0.00292605
