-0.0312002,-0.335361,-0.608587,-0.823857,-0.958177,-0.998704,-0.94147,-0.792079,-0.565154,-0.282907,0.0270322,0.334326,0.608893,0.823857,0.958177,0.998704,0.94147,0.792079,0.565154,0.282907
0.0938004,-0.213649,-0.500984,-0.742442,-0.912404,-0.992924,-0.975955,-0.863534,-0.666578,-0.404373,-0.102585,0.209244,0.500592,0.742938,0.91256,0.992854,0.975961,0.863534,0.666578,0.404373
0.217061,-0.0900642,-0.386732,-0.649144,-0.850952,-0.970167,-0.993996,-0.920321,-0.756556,-0.518795,-0.230231,0.0808667,0.384049,0.649638,0.851636,0.97027,0.993927,0.920292,0.756572,0.518793
0.336803,0.033994,-0.267674,-0.546219,-0.775342,-0.93072,-0.995071,-0.961536,-0.833657,-0.62424,-0.353751,-0.0486397,0.261247,0.545555,0.776462,0.931363,0.995096,0.961422,0.833637,0.62425
0.451201,0.156939,-0.145481,-0.435658,-0.687433,-0.875512,-0.979012,-0.986356,-0.896621,-0.719001,-0.471066,-0.177075,0.134263,0.432463,0.688332,0.876819,0.979478,0.986259,0.896498,0.718982
0.55847,0.277063,-0.0218186,-0.319275,-0.589124,-0.805918,-0.946179,-0.994217,-0.944304,-0.801533,-0.580251,-0.302272,0.00526092,0.312285,0.588754,0.807589,0.947371,0.994416,0.944123,0.801411
0.656928,0.392615,0.101594,-0.198809,-0.482257,-0.723546,-0.89742,-0.984969,-0.975764,-0.870408,-0.679518,-0.422162,-0.123577,0.187073,0.47943,0.724864,0.899344,0.985786,0.975734,0.87017
0.745024,0.501855,0.222994,-0.0759981,-0.368625,-0.630096,-0.833938,-0.958923,-0.990392,-0.924358,-0.767188,-0.534775,-0.250101,0.0589536,0.36223,0.630065,0.836236,0.960546,0.99083,0.924125
0.82137,0.603111,0.3406,0.0473931,-0.25,-0.527297,-0.757165,-0.916798,-0.987985,-0.962366,-0.841708,-0.638231,-0.372222,-0.0699222,0.239155,0.524821,0.759138,0.91915,0.989187,0.962393
0.884762,0.694815,0.452651,0.169573,-0.128161,-0.416892,-0.668662,-0.859639,-0.968759,-0.983759,-0.90172,-0.730747,-0.487914,-0.197415,0.112284,0.410935,0.669383,0.862325,0.970862,0.984358
0.934201,0.775537,0.557444,0.288741,-0.00490878,-0.300639,-0.570066,-0.788719,-0.933304,-0.988248,-0.946133,-0.810677,-0.595216,-0.321412,-0.0162623,0.290345,0.568518,0.791062,0.936192,0.989679
0.968907,0.844016,0.653369,0.403116,0.117935,-0.180324,-0.463071,-0.705472,-0.882519,-0.975936,-0.974196,-0.876581,-0.69226,-0.439834,-0.14435,0.165078,0.458269,0.706598,0.885795,0.978294
0.988333,0.899175,0.738941,0.510967,0.238543,-0.0577595,-0.349411,-0.611441,-0.817538,-0.947277,-0.985524,-0.927291,-0.777324,-0.550654,-0.269843,0.037223,0.340505,0.610391,0.820558,0.950427
0.992172,0.94015,0.812829,0.610645,0.355109,0.0652184,-0.230867,-0.508257,-0.73968,-0.903028,-0.980099,-0.961965,-0.848893,-0.651934,-0.39062,-0.0910914,0.2172,0.504084,0.741617,0.906583
0.980364,0.966294,0.873878,0.700616,0.465868,0.186767,-0.109254,-0.397619,-0.650397,-0.844193,-0.958246,-0.980115,-0.90572,-0.741884,-0.504601,-0.217712,0.0904097,0.389471,0.650335,0.847542
0.953095,0.977199,0.921134,0.779485,0.569131,0.305056,0.0135857,-0.281283,-0.551255,-0.771971,-0.920586,-0.9816,-0.94687,-0.818915,-0.609791,-0.340485,-0.0377474,0.268472,0.548266,0.774335
0.910795,0.972691,0.953855,0.846028,0.663314,0.418293,0.135794,-0.161054,-0.443904,-0.687725,-0.867995,-0.966614,-0.971747,-0.881699,-0.704336,-0.457286,-0.165109,0.143106,0.437127,0.688223
0.854132,0.952843,0.971529,0.899206,0.746961,0.524754,0.255522,-0.0387767,-0.330072,-0.592944,-0.801561,-0.935645,-0.98009,-0.929207,-0.78658,-0.566074,-0.289499,0.0154778,0.318781,0.590667
0.783998,0.917968,0.973878,0.938188,0.818778,0.622807,0.370953,0.083688,-0.211546,-0.489226,-0.72255,-0.889444,-0.971964,-0.960733,-0.855112,-0.664937,-0.408761,-0.112252,0.195206,0.48331
0.7015,0.868616,0.960867,0.962365,0.877647,0.710941,0.480325,0.204477,-0.0901615,-0.378257,-0.632373,-0.828987,-0.947728,-0.975897,-0.908811,-0.75215,-0.52081,-0.237891,0.0684842,0.367948
0.607939,0.805565,0.932702,0.971358,0.922652,0.787794,0.581964,0.32175,0.0322193,-0.261799,-0.532567,-0.755438,-0.90801,-0.974635,-0.946862,-0.826225,-0.623683,-0.35926,-0.0592309,0.246518
0.504791,0.72981,0.889826,0.965029,0.953089,0.852174,0.674306,0.433717,0.153725,-0.141672,-0.424773,-0.670128,-0.85367,-0.957182,-0.968767,-0.885946,-0.715594,-0.474238,-0.185742,0.121069
