0.172957 0.272229 0.443782 0.519544 0.59552 0.639665 0.68095 0.709906 0.737132 0.758703 0.779003 0.7963 0.812309 0.826559 0.839313 0.851017 0.860943 0.870328 0.877617 0.884826 0.889583 0.894753 0.897028 0.900291 0.900038 0.90147 0.898421 0.897947 0.89139 0.888652 0.877031 0.871238 0.851286 0.840942 0.80498 0.786375 0.710813 0.664648 0.443695 0.240447 
-0.0459663 -0.02335 0.0281156 0.0843435 0.149017 0.203899 0.259438 0.306685 0.35261 0.392918 0.431354 0.466063 0.498569 0.528533 0.555931 0.581563 0.604207 0.625677 0.643691 0.661081 0.67449 0.687885 0.696657 0.70614 0.710116 0.715687 0.714396 0.71579 0.708099 0.704496 0.688023 0.677593 0.647708 0.626762 0.574746 0.535244 0.443501 0.359278 0.182249 0.0353974 
-0.0634483 -0.0832811 -0.0810018 -0.060326 -0.0192507 0.0180212 0.0640842 0.104969 0.148814 0.188601 0.228608 0.265588 0.301338 0.334799 0.366091 0.395632 0.422275 0.447621 0.469422 0.490394 0.507188 0.523701 0.535331 0.547347 0.553568 0.560972 0.561233 0.563592 0.556654 0.552808 0.536088 0.523437 0.491954 0.465145 0.409837 0.357738 0.262266 0.160417 0.0251836 -0.0496658 
-0.0238499 -0.0447405 -0.0701852 -0.0693885 -0.0563712 -0.0341043 -0.00435124 0.0273344 0.0621626 0.0964277 0.131275 0.164847 0.197485 0.228737 0.258033 0.286041 0.311301 0.335478 0.356237 0.376224 0.39217 0.407781 0.4187 0.429843 0.435492 0.442017 0.441905 0.443334 0.436359 0.431429 0.415314 0.401193 0.371684 0.342656 0.292509 0.237394 0.155295 0.0608172 -0.0236924 -0.0534234 
-0.0172679 -0.0312304 -0.0551066 -0.0574082 -0.0512458 -0.0366227 -0.0146564 0.00945794 0.0376248 0.0655964 0.0950696 0.123561 0.151818 0.178863 0.204446 0.2288 0.250763 0.271607 0.289323 0.30616 0.319249 0.331838 0.340096 0.348352 0.351616 0.355428 0.353348 0.352287 0.343965 0.336784 0.320226 0.304049 0.275436 0.244546 0.197578 0.142095 0.0709334 -0.00796289 -0.0526622 -0.0488976 
-0.00652546 -0.0148199 -0.0322299 -0.034234 -0.0329608 -0.0218448 -0.0066946 0.0130146 0.0350801 0.0587551 0.0831265 0.107669 0.131611 0.155026 0.17682 0.197748 0.216228 0.233733 0.248126 0.26163 0.271497 0.28074 0.285906 0.290846 0.291266 0.291893 0.287435 0.283465 0.273563 0.263937 0.247087 0.229174 0.202269 0.170822 0.128801 0.0763332 0.0189936 -0.0411054 -0.0565784 -0.0347147 
-0.00485919 -0.00823637 -0.0206308 -0.0203134 -0.0187833 -0.00902385 0.00363379 0.0201799 0.0388004 0.0588247 0.0796806 0.10068 0.121343 0.141479 0.160253 0.178115 0.193748 0.208286 0.219904 0.230443 0.237551 0.243777 0.246206 0.248085 0.245875 0.243469 0.236653 0.229807 0.218073 0.205916 0.188105 0.168294 0.141821 0.10983 0.071072 0.0228404 -0.0220822 -0.0638492 -0.0568242 -0.0248616 
-0.00203926 -0.00292986 -0.00959996 -0.00768845 -0.00601399 0.00278113 0.0126257 0.0268065 0.041758 0.0589603 0.076237 0.0944391 0.111911 0.12944 0.14542 0.160861 0.174003 0.186239 0.195566 0.203843 0.208782 0.212735 0.213096 0.212676 0.208542 0.20385 0.195376 0.186361 0.173451 0.159415 0.141217 0.120132 0.0945658 0.0628274 0.0279015 -0.014755 -0.0477049 -0.0730241 -0.0514696 -0.016221 
-0.00179902 -0.000506947 -0.00449493 -0.00100061 0.00126763 0.00945491 0.0178813 0.029951 0.0424585 0.0569368 0.0715058 0.0869385 0.101831 0.116793 0.130455 0.143587 0.154678 0.164829 0.172331 0.17869 0.181984 0.184128 0.182989 0.180821 0.175321 0.168921 0.159244 0.148578 0.134704 0.119163 0.100408 0.0782622 0.0530651 0.0218945 -0.00964898 -0.0461326 -0.0681159 -0.0791443 -0.0470359 -0.0111625 
-0.000899173 0.00117659 7.58442e-05 0.00419119 0.00685305 0.0141498 0.0208446 0.0309256 0.0407042 0.0527442 0.064393 0.0773697 0.0895474 0.10224 0.113534 0.124654 0.133748 0.142152 0.148012 0.15287 0.15485 0.155706 0.153546 0.15026 0.143997 0.136594 0.126382 0.114787 0.10059 0.0842105 0.0654251 0.0428218 0.0184367 -0.0114331 -0.0391357 -0.0688783 -0.0809504 -0.0800044 -0.0419379 -0.00745725 
-0.000901257 0.00197843 0.00181804 0.00637607 0.00890805 0.0153182 0.0206089 0.0287673 0.036389 0.0460262 0.0552794 0.0657868 0.0756497 0.0860353 0.0952576 0.10434 0.111681 0.118362 0.122818 0.12628 0.127208 0.126976 0.124093 0.119973 0.113258 0.105192 0.0947063 0.0825181 0.0681347 0.0511984 0.0323651 0.00959029 -0.0139781 -0.0420319 -0.0656687 -0.0883907 -0.0912602 -0.0802687 -0.0382105 -0.00545011 
-0.000515145 0.00237175 0.00327483 0.00751375 0.00978015 0.0149225 0.0186266 0.0248042 0.0301049 0.0374543 0.0441734 0.0523848 0.0598206 0.0680809 0.0751583 0.082392 0.0879645 0.0931354 0.0962492 0.0985678 0.0985943 0.0975788 0.0942099 0.0896192 0.0827601 0.0744366 0.0640243 0.0516615 0.0374351 0.0203631 0.00183338 -0.0205959 -0.0428591 -0.0683605 -0.0874479 -0.102906 -0.0975259 -0.0783393 -0.0346232 -0.00397556 
