0.233422 0.118444 0.0736523 0.0270667 0.0215762 0.0099526 0.00806384 0.00359447 0.00225845 -0.000366925 -0.00152037 -0.00411554 -0.00585737 -0.0108673 -0.0155334 -0.029905 -0.0430765 -0.0874521 -0.103681 -0.201198 
0.441087 0.31416 0.21106 0.100957 0.0683402 0.0319807 0.0168769 -0.00235415 -0.0130951 -0.0260287 -0.0348558 -0.0458487 -0.0550568 -0.0684333 -0.0812651 -0.104893 -0.124771 -0.178981 -0.185631 -0.25767 
0.410963 0.426275 0.33688 0.199917 0.133892 0.066414 0.0313361 -0.00796998 -0.0311945 -0.057491 -0.0746396 -0.0955858 -0.110898 -0.132919 -0.149916 -0.17883 -0.195369 -0.227239 -0.202798 -0.146335 
0.364509 0.474823 0.420552 0.279502 0.188996 0.0977902 0.0434364 -0.0116707 -0.0463719 -0.0823746 -0.106019 -0.132318 -0.150209 -0.17352 -0.188249 -0.212179 -0.218021 -0.232734 -0.191332 -0.118997 
0.283096 0.461115 0.454266 0.337261 0.238264 0.13351 0.0631189 -0.00573186 -0.0512258 -0.0964488 -0.126123 -0.157456 -0.177526 -0.201504 -0.214447 -0.231802 -0.230309 -0.224432 -0.174717 -0.0843835 
0.219673 0.420346 0.453942 0.367862 0.273833 0.165376 0.0848542 0.00682981 -0.0472305 -0.0989405 -0.133279 -0.167532 -0.18853 -0.211863 -0.222209 -0.235246 -0.228228 -0.215597 -0.162824 -0.0755937 
0.159679 0.355965 0.418809 0.369405 0.290952 0.189717 0.106162 0.0238938 -0.0362577 -0.0928038 -0.131312 -0.167998 -0.190449 -0.212925 -0.222219 -0.230556 -0.220965 -0.201001 -0.149078 -0.0644637 
0.117827 0.291812 0.369042 0.349967 0.291651 0.203667 0.123745 0.0421649 -0.020446 -0.0792426 -0.1202 -0.158256 -0.181381 -0.203443 -0.211691 -0.218333 -0.207399 -0.186906 -0.137396 -0.0595117 
0.0827233 0.22712 0.306963 0.311733 0.274144 0.203952 0.132865 0.0569487 -0.00463333 -0.0628754 -0.104912 -0.14307 -0.166912 -0.187988 -0.19616 -0.200708 -0.190057 -0.168707 -0.12339 -0.0524621 
0.0595922 0.17409 0.247952 0.266688 0.246717 0.194135 0.134934 0.0677243 0.0105663 -0.0447475 -0.0857375 -0.12303 -0.146589 -0.167108 -0.175002 -0.179294 -0.169317 -0.149961 -0.109324 -0.0466065 
0.0404336 0.127661 0.191173 0.2169 0.210155 0.173967 0.127539 0.0713177 0.020817 -0.0291429 -0.067573 -0.102388 -0.125173 -0.144197 -0.152079 -0.155516 -0.146868 -0.129084 -0.0938214 -0.0395401 
0.0284671 0.0933245 0.144973 0.171624 0.173342 0.149975 0.115574 0.0703767 0.0279438 -0.0155721 -0.049855 -0.0814755 -0.102412 -0.12002 -0.127377 -0.130773 -0.123314 -0.10816 -0.0782235 -0.0327338 
0.0181369 0.064716 0.104908 0.129498 0.135779 0.12221 0.0980002 0.0634774 0.0293052 -0.00673823 -0.0361077 -0.0633027 -0.0818518 -0.097071 -0.103781 -0.106463 -0.10032 -0.0873046 -0.0627452 -0.0257715 
0.0122056 0.0450203 0.0751459 0.0957524 0.103714 0.0964835 0.0803109 0.0547335 0.028461 -0.00042377 -0.0243087 -0.04696 -0.0624083 -0.0752953 -0.080859 -0.0831825 -0.0780543 -0.0675097 -0.0479529 -0.0192029 
0.00654947 0.0285045 0.0501578 0.0664932 0.0742992 0.0712153 0.0609242 0.0429774 0.0236451 0.00184298 -0.0166371 -0.0342015 -0.0463827 -0.0563222 -0.0606751 -0.0621694 -0.0580654 -0.0495591 -0.0347002 -0.0133428 
0.00379228 0.0180225 0.0329151 0.0449512 0.0516003 0.0506157 0.0444608 0.0322545 0.0188513 0.0030886 -0.0102112 -0.0231879 -0.0319698 -0.0393161 -0.0422769 -0.0432804 -0.0399951 -0.0336181 -0.0228992 -0.00815532 
0.000733655 0.00894112 0.0183873 0.0266422 0.0315936 0.0317225 0.0282977 0.0207658 0.0121997 0.00199208 -0.00670385 -0.0151294 -0.0208199 -0.0254478 -0.0272386 -0.0276006 -0.025233 -0.0206809 -0.013629 -0.00427121 
-5.12003e-05 0.00429483 0.00966629 0.0146025 0.0177951 0.018119 0.0164758 0.0122057 0.00747724 0.00155351 -0.0032517 -0.00811411 -0.0111335 -0.0137602 -0.0145448 -0.0146914 -0.0131248 -0.0103689 -0.00629109 -0.0012531 
-0.00105276 0.000403154 0.00255043 0.00470635 0.00611299 0.00638663 0.00580712 0.0041829 0.00235406 9.43691e-05 -0.00171023 -0.00348385 -0.00454455 -0.00542504 -0.00564391 -0.0055888 -0.00492991 -0.00370022 -0.00205 1.22429e-05 
-0.000185922 7.91493e-05 0.000423028 0.000749881 0.000991032 0.00099832 0.000969121 0.000707082 0.000547569 0.000231079 0.000121716 -0.00010502 -0.000110896 -0.000235776 -0.000180785 -0.000218105 -0.000102333 4.81384e-05 0.000294792 0.000540664 

