-0.214264 -0.115138 -0.0892752 -0.0377719 -0.0232995 -0.00909013 -0.00565025 -0.00205441 -0.00152943 -0.000524265 -0.000548747 -0.000188015 -0.000272694 -0.000101606 -0.000170656 -7.19819e-05 -0.000121896 -5.79882e-05 -9.38804e-05 -4.92694e-05 -7.54747e-05 -4.25455e-05 -6.20045e-05 -3.65508e-05 -5.12067e-05 -3.07068e-05 -4.18522e-05 -2.46884e-05 -3.31941e-05 -1.8265e-05 -2.47276e-05 -1.12416e-05 -1.60792e-05 -3.43934e-06 -6.95504e-06 5.3107e-06 2.88533e-06 1.51674e-05 1.36416e-05 2.62794e-05 2.54799e-05 3.87852e-05 3.85378e-05 5.28155e-05 5.29289e-05 6.85e-05 6.87493e-05 8.59793e-05 8.60892e-05 0.000105429 0.000105053 0.000127099 0.000125797 0.00015139 0.000148588 0.000178973 0.000173912 0.00021101 0.000202659 0.000249555 0.000236451 0.000298311 0.000278282 0.000364224 0.000333884 0.000461264 0.000415227 0.00062109 0.00055204 0.000931288 0.000843881 0.00171428 0.00176579 0.00454292 0.00612908 0.018171 0.0299536 0.084378 0.121286 0.224653 
-0.313678 -0.24029 -0.213314 -0.134043 -0.100961 -0.0678922 -0.0523122 -0.0384662 -0.0312123 -0.0246764 -0.0209299 -0.0174147 -0.0152562 -0.0131547 -0.011797 -0.0104361 -0.00952161 -0.00858352 -0.00793215 -0.00725112 -0.00676441 -0.0062473 -0.00586779 -0.00545896 -0.00515122 -0.00481561 -0.00455667 -0.00427107 -0.00404529 -0.00379361 -0.00358985 -0.0033604 -0.00317038 -0.00295434 -0.00277165 -0.00256207 -0.00238159 -0.00217279 -0.00199034 -0.00177752 -0.00158958 -0.00136856 -0.00117212 -0.000939108 -0.000731567 -0.000482935 -0.000261951 5.96338e-06 0.000242612 0.000533845 0.000788484 0.00110793 0.00138336 0.00173758 0.0020377 0.00243623 0.00276716 0.00322487 0.00359693 0.00413819 0.00456958 0.00523611 0.00576015 0.00662663 0.00730659 0.00851377 0.00947571 0.0113068 0.0128189 0.0158965 0.0185885 0.0244698 0.0300764 0.0434195 0.0577157 0.0945783 0.135855 0.239249 0.295724 0.372645 
-0.211869 -0.277179 -0.288291 -0.227001 -0.190315 -0.144608 -0.118864 -0.0930816 -0.0781678 -0.0637633 -0.0550626 -0.0465797 -0.041227 -0.0358999 -0.0324054 -0.0288536 -0.026444 -0.0239484 -0.0222045 -0.020369 -0.0190513 -0.0176451 -0.0166097 -0.0154915 -0.0146478 -0.0137268 -0.0130148 -0.0122301 -0.0116086 -0.0109175 -0.0103566 -0.00972775 -0.0092053 -0.00861481 -0.00811329 -0.00754226 -0.0070476 -0.00648049 -0.00598097 -0.00540456 -0.00489021 -0.00429285 -0.00375497 -0.003126 -0.00255683 -0.00188607 -0.00127838 -0.000555505 9.77365e-05 0.000884042 0.00159038 0.00245365 0.00322215 0.00418022 0.00502325 0.00610169 0.00703811 0.0082763 0.00933717 0.0107993 0.0120387 0.0138344 0.0153505 0.0176762 0.0196557 0.0228814 0.0256957 0.0305586 0.0349897 0.0430563 0.050854 0.065676 0.080976 0.110945 0.143261 0.205966 0.267201 0.367833 0.383085 0.300893 
-0.169178 -0.266633 -0.304602 -0.267445 -0.241113 -0.198395 -0.171509 -0.142091 -0.123228 -0.104461 -0.0919822 -0.0798755 -0.0715221 -0.0634288 -0.0576536 -0.0520173 -0.0478739 -0.0437883 -0.0407041 -0.0376291 -0.0352512 -0.0328542 -0.0309584 -0.0290266 -0.0274657 -0.0258582 -0.0245318 -0.0231512 -0.0219883 -0.0207649 -0.0197133 -0.0185951 -0.017615 -0.0165618 -0.0156215 -0.0146009 -0.0136745 -0.0126596 -0.0117255 -0.0106932 -0.00973245 -0.00866211 -0.00765799 -0.00653071 -0.00546793 -0.0042655 -0.0031296 -0.00183356 -0.000610033 0.000799723 0.00212661 0.00367391 0.00512307 0.00683887 0.00843577 0.0103639 0.0121464 0.0143538 0.0163828 0.0189775 0.0213568 0.0245223 0.0274372 0.0314993 0.0352943 0.0408582 0.0462005 0.0544409 0.062674 0.0759636 0.0898624 0.113083 0.138253 0.180851 0.226322 0.300044 0.363067 0.441136 0.412694 0.262012 
-0.118418 -0.234977 -0.289895 -0.283091 -0.270328 -0.237835 -0.214123 -0.185162 -0.165116 -0.143909 -0.129153 -0.11424 -0.103654 -0.093094 -0.0854172 -0.0777619 -0.0720617 -0.0663483 -0.061995 -0.0575998 -0.0541767 -0.0506924 -0.0479211 -0.0450762 -0.0427665 -0.0403745 -0.0383928 -0.0363219 -0.0345711 -0.0327244 -0.0311317 -0.0294357 -0.0279442 -0.0263411 -0.0249049 -0.0233474 -0.0219286 -0.0203767 -0.0189427 -0.0173617 -0.0158838 -0.0142425 -0.0126948 -0.0109639 -0.00932237 -0.00747367 -0.0057151 -0.00371958 -0.00182034 0.00035365 0.00241945 0.00480934 0.00707293 0.009727 0.0122301 0.015216 0.01802 0.0214398 0.024642 0.028659 0.0324235 0.037312 0.0419279 0.0481688 0.0541648 0.0626317 0.0710044 0.0833306 0.0959886 0.115249 0.135773 0.167489 0.201803 0.25385 0.307019 0.3798 0.432323 0.471535 0.404332 0.209574 
-0.0958341 -0.206751 -0.268694 -0.278412 -0.278264 -0.256485 -0.239204 -0.214271 -0.19609 -0.175425 -0.160393 -0.144623 -0.132972 -0.121135 -0.112208 -0.103247 -0.096342 -0.0894301 -0.0839914 -0.0785361 -0.0741561 -0.0697426 -0.0661293 -0.062466 -0.0594092 -0.0562876 -0.0536334 -0.0509008 -0.0485334 -0.0460744 -0.0439043 -0.0416291 -0.0395847 -0.0374209 -0.0354434 -0.0333308 -0.0313701 -0.029257 -0.0272696 -0.0251101 -0.0230571 -0.0208094 -0.0186549 -0.0162796 -0.0139896 -0.0114479 -0.00898936 -0.00624126 -0.0035797 -0.000581429 0.00232115 0.00562126 0.00881071 0.0124788 0.016016 0.020144 0.0241171 0.0288421 0.0333891 0.0389281 0.0442778 0.0509916 0.05754 0.0660511 0.0745058 0.0859191 0.097567 0.113863 0.131021 0.155653 0.182195 0.220475 0.261313 0.318033 0.372527 0.437781 0.473951 0.482024 0.388712 0.182984 
-0.0743002 -0.177481 -0.241145 -0.265293 -0.275052 -0.26485 -0.254238 -0.235049 -0.219882 -0.201233 -0.187047 -0.171455 -0.159604 -0.147161 -0.137596 -0.127752 -0.120065 -0.112216 -0.105981 -0.0996248 -0.0944849 -0.0892371 -0.0849165 -0.0804884 -0.0767763 -0.0729515 -0.0696865 -0.0663003 -0.0633565 -0.0602805 -0.0575573 -0.0546887 -0.0521035 -0.0493575 -0.0468407 -0.0441452 -0.0416365 -0.0389283 -0.036374 -0.0335963 -0.0309476 -0.0280477 -0.0252588 -0.0221861 -0.019213 -0.0159173 -0.0127162 -0.00914514 -0.00567001 -0.00176607 0.00203441 0.00633927 0.0105272 0.0153196 0.0199769 0.0253761 0.0306205 0.0368023 0.0428156 0.0500548 0.0571338 0.0658798 0.0745291 0.0855413 0.0966385 0.11122 0.126293 0.146652 0.168249 0.197857 0.229649 0.272744 0.31765 0.374717 0.426002 0.478001 0.49598 0.474697 0.364293 0.157545 
-0.0631462 -0.155884 -0.218321 -0.248708 -0.265673 -0.263728 -0.259618 -0.24605 -0.234837 -0.219167 -0.206907 -0.192567 -0.181402 -0.169241 -0.159686 -0.149626 -0.141608 -0.133307 -0.126583 -0.119675 -0.113985 -0.108154 -0.103269 -0.098258 -0.0939878 -0.0895927 -0.0857821 -0.0818402 -0.0783626 -0.0747419 -0.0714919 -0.0680833 -0.0649715 -0.0616823 -0.0586311 -0.0553806 -0.0523212 -0.0490371 -0.0459068 -0.0425228 -0.0392636 -0.0357171 -0.0322735 -0.0285038 -0.0248215 -0.0207674 -0.0167916 -0.0123888 -0.00806119 -0.00323838 0.00150645 0.00683335 0.0120747 0.0180124 0.0238543 0.0305483 0.0371386 0.0448012 0.052365 0.0613235 0.070222 0.0810036 0.0918369 0.105312 0.119091 0.136699 0.155097 0.179126 0.204687 0.238317 0.274029 0.31997 0.366228 0.420841 0.46568 0.504164 0.50509 0.463668 0.343596 0.142905 
-0.0524747 -0.135884 -0.195605 -0.230923 -0.25277 -0.258403 -0.259708 -0.251924 -0.244535 -0.232355 -0.222321 -0.20978 -0.199716 -0.188305 -0.179157 -0.169245 -0.161232 -0.152749 -0.145807 -0.138546 -0.132519 -0.126249 -0.120965 -0.115477 -0.110776 -0.105887 -0.10163 -0.0971869 -0.0932522 -0.0891253 -0.0854077 -0.0814848 -0.0778917 -0.0740748 -0.0705234 -0.0667249 -0.0631396 -0.0592794 -0.0555899 -0.051593 -0.0477329 -0.0435272 -0.039432 -0.0349466 -0.0305522 -0.0257146 -0.0209551 -0.0156885 -0.0104933 -0.00471219 0.00099888 0.00739561 0.0137196 0.0208595 0.0279234 0.0359788 0.0439609 0.0531802 0.0623482 0.0731085 0.0838839 0.0967795 0.109845 0.125828 0.142292 0.162864 0.184443 0.211802 0.240823 0.277522 0.315938 0.362753 0.408273 0.457703 0.494361 0.518296 0.50416 0.446419 0.321339 0.128713 
-0.0462074 -0.121299 -0.17788 -0.21456 -0.239635 -0.250091 -0.255959 -0.252779 -0.249146 -0.240281 -0.232784 -0.222314 -0.213766 -0.203508 -0.195158 -0.185789 -0.178107 -0.169786 -0.162884 -0.15555 -0.149384 -0.142901 -0.137369 -0.131581 -0.126566 -0.121325 -0.11671 -0.111879 -0.107555 -0.103012 -0.0988785 -0.0945145 -0.0904792 -0.0861942 -0.0821716 -0.0778741 -0.0737841 -0.0693882 -0.0651544 -0.0605781 -0.0561267 -0.0512899 -0.046548 -0.0413707 -0.0362648 -0.0306642 -0.0251175 -0.0190052 -0.0129349 -0.00621164 0.000476925 0.00792818 0.0153497 0.0236762 0.0319796 0.0413786 0.050771 0.0615232 0.0723104 0.0848347 0.0974883 0.112431 0.127692 0.146053 0.165071 0.188344 0.212771 0.242932 0.274673 0.313469 0.353229 0.39951 0.442501 0.485798 0.513508 0.524813 0.498177 0.429877 0.303017 0.119192 
-0.040119 -0.108113 -0.161383 -0.199047 -0.226054 -0.240719 -0.2501 -0.251247 -0.250837 -0.245306 -0.240193 -0.231962 -0.224985 -0.216092 -0.208686 -0.200068 -0.192889 -0.18491 -0.178214 -0.170958 -0.164803 -0.158228 -0.152578 -0.14659 -0.141369 -0.135854 -0.130972 -0.125815 -0.121177 -0.116267 -0.111781 -0.107013 -0.102588 -0.0978637 -0.0934135 -0.0886381 -0.0840791 -0.0791624 -0.0744133 -0.0692671 -0.0642477 -0.0587846 -0.0534144 -0.0475455 -0.0417421 -0.0353747 -0.0290511 -0.0220852 -0.0151464 -0.00746947 0.000193425 0.00871417 0.0172331 0.0267639 0.0363092 0.0470705 0.0578763 0.0701769 0.0825829 0.0968751 0.111392 0.128354 0.145758 0.166394 0.187824 0.213536 0.240475 0.272867 0.306648 0.34649 0.386477 0.430729 0.469993 0.50599 0.524726 0.524147 0.487335 0.411087 0.284513 0.109629 
-0.0362645 -0.098361 -0.14857 -0.185786 -0.213931 -0.231095 -0.243283 -0.247618 -0.250093 -0.247356 -0.244581 -0.238443 -0.233148 -0.225684 -0.219391 -0.211677 -0.205179 -0.19772 -0.191393 -0.184388 -0.178384 -0.171873 -0.166222 -0.160167 -0.154838 -0.149163 -0.144094 -0.138708 -0.133822 -0.128627 -0.123841 -0.11874 -0.113969 -0.108865 -0.104022 -0.098821 -0.093822 -0.0884301 -0.0831897 -0.0775142 -0.0719468 -0.065894 -0.0599123 -0.0533859 -0.0468993 -0.0397975 -0.0327096 -0.024922 -0.0171263 -0.0085282 9.76684e-05 0.00965355 0.0192575 0.0299545 0.0407261 0.0528049 0.0650014 0.078794 0.0927812 0.108763 0.125076 0.143939 0.163357 0.186075 0.209669 0.237487 0.266477 0.300544 0.335588 0.375671 0.414822 0.456261 0.490928 0.519743 0.529908 0.519563 0.474744 0.39372 0.268791 0.102452 
-0.0324934 -0.0895747 -0.136908 -0.173693 -0.202339 -0.221651 -0.235906 -0.243134 -0.24796 -0.247879 -0.247142 -0.243083 -0.239343 -0.233364 -0.228169 -0.221444 -0.215669 -0.208823 -0.202936 -0.196271 -0.190497 -0.18413 -0.178557 -0.172505 -0.167141 -0.161367 -0.156177 -0.150612 -0.145536 -0.140099 -0.135065 -0.129665 -0.124592 -0.119137 -0.113942 -0.108338 -0.102933 -0.0970846 -0.0913829 -0.0851929 -0.0791038 -0.0724732 -0.0659034 -0.0587288 -0.0515801 -0.0437516 -0.0359186 -0.0273159 -0.0186815 -0.00916855 0.000402187 0.0109858 0.0216557 0.0335083 0.0454841 0.058863 0.0724213 0.0876749 0.1032 0.120815 0.138851 0.159504 0.180805 0.205398 0.230912 0.260458 0.291071 0.326177 0.361815 0.401234 0.438743 0.47646 0.506069 0.527483 0.529742 0.510746 0.459719 0.375453 0.253107 0.0951483 
-0.0300043 -0.0829731 -0.127789 -0.163594 -0.192404 -0.212886 -0.228747 -0.238021 -0.244867 -0.246887 -0.248028 -0.245757 -0.243538 -0.238935 -0.234875 -0.229138 -0.22416 -0.217983 -0.21262 -0.206374 -0.200916 -0.194779 -0.189362 -0.183399 -0.178069 -0.172274 -0.167023 -0.161351 -0.156137 -0.150521 -0.145283 -0.139642 -0.134306 -0.128551 -0.123035 -0.117075 -0.111293 -0.10503 -0.0988918 -0.0922263 -0.0856382 -0.0784667 -0.07133 -0.0635432 -0.055753 -0.0472339 -0.0386767 -0.0292963 -0.0198456 -0.00945784 0.00103236 0.0125994 0.0243046 0.0372619 0.050403 0.0650206 0.0798875 0.096524 0.11351 0.13265 0.152289 0.17458 0.197569 0.223799 0.250918 0.281829 0.313569 0.349204 0.384752 0.422932 0.4581 0.491796 0.516107 0.530705 0.525841 0.499937 0.444244 0.358487 0.239323 0.0892624 
-0.0275537 -0.0770048 -0.11954 -0.154504 -0.183182 -0.204668 -0.221662 -0.232765 -0.241207 -0.245173 -0.247888 -0.247327 -0.246445 -0.243197 -0.240179 -0.235447 -0.231232 -0.225759 -0.220924 -0.215141 -0.210022 -0.204162 -0.198936 -0.193104 -0.187849 -0.182072 -0.176801 -0.171057 -0.165745 -0.15998 -0.154575 -0.148719 -0.143153 -0.137122 -0.131317 -0.125019 -0.118889 -0.112228 -0.10568 -0.0985542 -0.0914913 -0.0837928 -0.0761121 -0.0677265 -0.0593173 -0.050121 -0.0408626 -0.0307194 -0.0204767 -0.00923193 0.00215084 0.0146785 0.0273875 0.0414184 0.0556851 0.0714968 0.0876193 0.105571 0.123941 0.144502 0.165627 0.189384 0.213874 0.241469 0.269893 0.301746 0.334169 0.369739 0.404639 0.440911 0.473258 0.502493 0.521509 0.529535 0.518382 0.486587 0.427492 0.341144 0.225613 0.0832692 
-0.0258939 -0.0724547 -0.113025 -0.146951 -0.175374 -0.197315 -0.215167 -0.227518 -0.237302 -0.242755 -0.246874 -0.247717 -0.248086 -0.24602 -0.244018 -0.240211 -0.236773 -0.231984 -0.227713 -0.222409 -0.217673 -0.212125 -0.207136 -0.20148 -0.196344 -0.190633 -0.185384 -0.179615 -0.174242 -0.168375 -0.162836 -0.156808 -0.151043 -0.144775 -0.138707 -0.132111 -0.125656 -0.118633 -0.111698 -0.104146 -0.0966305 -0.0884389 -0.0802363 -0.0712862 -0.062281 -0.0524436 -0.042509 -0.0316418 -0.0206357 -0.00857694 0.00366393 0.0171029 0.0307726 0.0458185 0.0611549 0.0780883 0.0953902 0.114564 0.13421 0.156064 0.178516 0.203559 0.229314 0.258015 0.287398 0.319839 0.352477 0.387557 0.42128 0.45529 0.484435 0.509231 0.523072 0.52525 0.508624 0.472256 0.410814 0.324883 0.213257 0.0782144 
-0.0242441 -0.0683083 -0.107118 -0.140158 -0.168195 -0.190525 -0.20894 -0.2224 -0.233214 -0.240026 -0.245292 -0.247451 -0.248885 -0.247952 -0.246847 -0.243948 -0.241218 -0.237117 -0.233374 -0.228566 -0.224204 -0.218988 -0.214243 -0.208787 -0.203784 -0.198164 -0.192956 -0.187185 -0.181774 -0.175825 -0.170177 -0.163995 -0.158054 -0.151566 -0.145259 -0.138379 -0.131621 -0.124252 -0.11695 -0.108987 -0.101039 -0.0923687 -0.0836653 -0.074166 -0.0645869 -0.0541256 -0.0435391 -0.0319685 -0.0202268 -0.00738014 0.00568601 0.0200018 0.0345915 0.0506054 0.0669584 0.0849475 0.103356 0.123657 0.144476 0.167482 0.19111 0.217231 0.244027 0.273529 0.303557 0.336168 0.368618 0.402715 0.43485 0.466163 0.491892 0.512133 0.521051 0.517811 0.496503 0.456383 0.393466 0.308496 0.200996 0.0730866 
-0.0231035 -0.065098 -0.10239 -0.134486 -0.162108 -0.184514 -0.203334 -0.217515 -0.22918 -0.236999 -0.243267 -0.246474 -0.248878 -0.248897 -0.248639 -0.246537 -0.244497 -0.241026 -0.237818 -0.233483 -0.229513 -0.224632 -0.220154 -0.214915 -0.210073 -0.204567 -0.199428 -0.193683 -0.188259 -0.182259 -0.176525 -0.170222 -0.164127 -0.15745 -0.150925 -0.143791 -0.136752 -0.129065 -0.121417 -0.113072 -0.104713 -0.0955945 -0.0864125 -0.0763958 -0.0662673 -0.0552167 -0.0440063 -0.0317709 -0.0193271 -0.00573689 0.00811315 0.0232533 0.0387101 0.0556278 0.0729278 0.0918913 0.111313 0.132633 0.154494 0.178509 0.203129 0.230131 0.257711 0.287754 0.318084 0.350546 0.382405 0.415201 0.445382 0.473834 0.49601 0.511907 0.516203 0.508256 0.482995 0.440097 0.376428 0.293023 0.18976 0.068632 
-0.0219536 -0.0621357 -0.0980656 -0.129346 -0.156496 -0.178962 -0.198002 -0.212819 -0.225114 -0.233845 -0.24091 -0.245087 -0.248296 -0.249215 -0.249682 -0.248348 -0.246917 -0.244065 -0.24134 -0.237478 -0.233872 -0.229333 -0.22511 -0.220098 -0.215416 -0.210038 -0.204973 -0.199269 -0.193843 -0.187806 -0.182 -0.175588 -0.169354 -0.162502 -0.155774 -0.1484 -0.141095 -0.133104 -0.125128 -0.116414 -0.107663 -0.0981101 -0.0884691 -0.0779523 -0.0672964 -0.0556772 -0.0438684 -0.0309941 -0.0178788 -0.00357847 0.0110174 0.0269374 0.0432123 0.0609736 0.0791556 0.0990099 0.119356 0.141579 0.164358 0.189216 0.214654 0.242307 0.270435 0.30071 0.331041 0.362983 0.393919 0.42504 0.453007 0.478364 0.496969 0.508606 0.508647 0.496468 0.467936 0.422896 0.35908 0.277575 0.178645 0.0641372 
