-0.187854 -0.0932477 -0.0844672 -0.0442353 -0.0318845 -0.00524907 0.00889886 0.0607889 0.115752 0.240284 
-0.221231 -0.161083 -0.169829 -0.123704 -0.104724 -0.0528471 -0.00538393 0.126227 0.273701 0.460069 
-0.124631 -0.185273 -0.212405 -0.177538 -0.153305 -0.0771046 0.0011455 0.170651 0.320924 0.416304 
-0.117597 -0.174949 -0.204117 -0.170976 -0.143875 -0.0577039 0.0352389 0.204097 0.320323 0.330738 
-0.0835209 -0.14787 -0.17265 -0.150134 -0.120128 -0.0386807 0.0501136 0.185974 0.253634 0.202019 
-0.0625553 -0.110427 -0.129786 -0.108401 -0.0810386 -0.0108026 0.0611255 0.158508 0.187152 0.117397 
-0.0379958 -0.0738856 -0.087322 -0.0750693 -0.0540556 -0.00454453 0.0458858 0.104429 0.110121 0.0511965 
-0.0180129 -0.0386058 -0.0477231 -0.0396142 -0.0274084 0.00428302 0.0341139 0.0662019 0.0634454 0.0245023 
-0.00558476 -0.0157495 -0.0202934 -0.0187661 -0.0144607 -0.00201284 0.0106368 0.0228099 0.0198451 0.0023501 
0.00178054 0.000524696 -0.000677582 -0.000130336 -0.000232623 0.00230233 0.0041614 0.00674303 0.0055911 0.00114009 

