0.217108 0.107202 0.102176 
0.218202 0.0780046 0.0756954 
0.204749 0.0656691 0.0625721 
0.174435 0.0737986 0.0681613 
0.134672 0.0897911 0.0830521 
0.103277 0.0967243 0.0914967 
0.0873254 0.0945537 0.0903298 
0.0807753 0.0901511 0.0856387 
0.0784283 0.0847378 0.0801143 
0.0784565 0.0780756 0.0735973 
0.0817309 0.0695804 0.0652077 
0.0885193 0.0585411 0.0543557 
0.0960726 0.0450249 0.0414843 
0.100213 0.0310345 0.0288814 
0.0980978 0.0220947 0.0216486 
0.0893238 0.0243459 0.0240748 
0.0756047 0.0318797 0.0307846 
0.059699 0.0379796 0.0363328 
0.0441383 0.0410991 0.0392744 
0.0307248 0.0416261 0.0398035 
0.0215221 0.0402227 0.038445 
0.020002 0.0372824 0.0355556 
0.0256959 0.0329434 0.0312866 
0.0336203 0.0272765 0.0257336 
0.0406644 0.0204789 0.0191118 
0.0452801 0.0130576 0.0119112 
0.0467058 0.00633289 0.00534399 
0.0448554 0.0056888 0.00514475 
0.0402245 0.0105506 0.0101178 
0.0336498 0.0149276 0.0144214 
0.0260315 0.0179095 0.0173655 
0.0181793 0.0194787 0.01894 
0.0109545 0.0197967 0.0192833 
0.00650873 0.0190486 0.0185652 
0.00860788 0.0173973 0.0169482 
0.0134025 0.0149922 0.0145914 
0.0177805 0.0120013 0.011675 
0.0209754 0.00865317 0.00843662 
0.0227069 0.00532048 0.00524975 
0.0229035 0.00299884 0.00305997 
0.0216612 0.00376589 0.00370339 
0.01921 0.00594592 0.00571663 
0.0158631 0.00786071 0.00751553 
0.0119634 0.00917355 0.0087541 
0.00785229 0.00982807 0.00936866 
0.00392669 0.009855 0.00938309 
0.00188969 0.00932327 0.00886061 
0.00432237 0.00832133 0.00788566 
0.00703821 0.00695078 0.00655718 
0.00916188 0.00532558 0.00498708 
0.0105512 0.00357539 0.00330348 
0.0111706 0.00187619 0.00168902 
0.0110474 0.000904299 0.000918394 
0.01026 0.00184957 0.00191511 
0.00892593 0.0030217 0.00304368 
0.00718805 0.00393922 0.00392179 
0.00520014 0.00453342 0.00448848 
0.0031178 0.00479514 0.00473546 
0.0011257 0.004743 0.00468055 
0.00101288 0.004414 0.0043593 
0.00259318 0.00385816 0.00382005 
0.00391014 0.0031348 0.00312033 
0.00486499 0.00231078 0.00232524 
0.00543123 0.00146594 0.00151224 
0.00561247 0.000752206 0.000819735 
0.00543668 0.000701268 0.000688946 
0.00495151 0.0012318 0.00114793 
0.00421913 0.00175354 0.00163609 
0.00331058 0.00214465 0.00200718 
0.00230062 0.00237831 0.00222941 
0.00126481 0.00245196 0.00229863 
0.000317913 0.00237604 0.00222433 
0.00070926 0.00216999 0.00202502 
0.00147116 0.0018596 0.00172551 
0.00207512 0.00147485 0.00135489 
0.00249236 0.00104856 0.000945217 
0.00271556 0.000618157 0.000534888 
0.00275093 0.000262265 0.000227031 
0.00261573 0.000331246 0.000373595 
0.00233598 0.000624055 0.000663328 
0.00194385 0.00087498 0.000904944 
0.00147515 0.00105178 0.00107393 
0.000966902 0.00114778 0.00116469 
0.000456956 0.00116457 0.001179 
0.000102215 0.00110915 0.00112374 
0.000485781 0.000992455 0.00100959 
0.000843221 0.000828326 0.000849987 
0.00111506 0.000632611 0.000660341 
0.00129206 0.000423252 0.000457991 
0.00137298 0.000226328 0.0002665 
0.00136279 0.000138051 0.000152148 
0.00127154 0.000252726 0.00022208 
0.00111321 0.000392176 0.000346925 
0.000904398 0.000503565 0.000451372 
0.000663137 0.000577131 0.000521113 
0.00040777 0.000610802 0.000553061 
0.000157556 0.000606122 0.000548365 
9.43084e-05 0.000567135 0.000510797 
0.000293628 0.000499706 0.000445962 
0.000459379 0.00041095 0.000360719 
0.000580489 0.000308773 0.000262758 
0.000653879 0.000201785 0.000160795 
0.000679993 0.000101857 7.06474e-05 
0.000662165 5.87719e-05 7.19987e-05 
0.000606066 0.000119574 0.000144306 
0.000519109 0.000186217 0.000209855 
0.000409818 0.000236949 0.000258618 
0.000287232 0.000268279 0.000288308 
0.000160466 0.000279831 0.000298807 
4.12202e-05 0.000272819 0.000291374 
8.06352e-05 0.00024958 0.000268312 
0.000175621 0.000213267 0.000232703 
0.000251187 0.00016761 0.00018817 
0.000303934 0.000116791 0.000138745 
0.000332918 6.6111e-05 8.91622e-05 
0.000338824 3.12567e-05 4.79642e-05 
0.000323689 5.22409e-05 4.16827e-05 
0.000290621 8.8907e-05 6.88386e-05 
0.000243498 0.000119838 9.67523e-05 
0.000186657 0.000141763 0.000117307 
0.000124604 0.000153842 0.000128796 
6.18823e-05 0.000156213 0.000131106 
1.04859e-05 0.000149675 0.000124922 
5.41806e-05 0.000135526 0.000111459 
9.8755e-05 0.00011542 9.2301e-05 
0.000132958 9.12435e-05 6.92776e-05 
0.000155589 6.50392e-05 4.4453e-05 
0.000166447 3.91549e-05 2.09625e-05 
0.000166091 1.83977e-05 1.49849e-05 
0.000155711 2.03504e-05 3.26776e-05 
0.000136984 3.62302e-05 5.02069e-05 
0.000111921 5.01539e-05 6.39077e-05 
8.27162e-05 5.96978e-05 7.30006e-05 
5.16094e-05 6.4416e-05 7.73188e-05 
2.09232e-05 6.44356e-05 7.70627e-05 
1.01254e-05 6.02199e-05 7.27128e-05 
3.46295e-05 5.24699e-05 6.49633e-05 
5.52539e-05 4.20534e-05 5.46618e-05 
7.04727e-05 2.99618e-05 4.27605e-05 
7.98731e-05 1.73988e-05 3.03105e-05 
8.34795e-05 7.44914e-06 1.86578e-05 
