0.197918 0.345012 0.568238 0.655475 0.741828 0.779525 0.817454 0.836261 0.856653 0.867853 0.880639 0.888153 0.89698 0.902405 0.908891 0.913011 0.917995 0.921246 0.925211 0.927855 0.931097 0.933302 0.936015 0.937892 0.940204 0.94183 0.943833 0.945263 0.947021 0.948293 0.949854 0.950999 0.952398 0.953438 0.954703 0.955654 0.956806 0.957682 0.958737 0.959549 0.96052 0.961276 0.962174 0.96288 0.963715 0.964377 0.965154 0.965777 0.966503 0.96709 0.967769 0.968323 0.968959 0.969483 0.97008 0.970576 0.971135 0.971605 0.97213 0.972574 0.973066 0.973487 0.973947 0.974344 0.974774 0.975149 0.975549 0.975902 0.976273 0.976604 0.976947 0.977256 0.97757 0.977858 0.978144 0.978409 0.978667 0.97891 0.97914 0.97936 0.979561 0.979758 0.979929 0.980103 0.980243 0.980393 0.980502 0.980628 0.980705 0.980804 0.980848 0.980921 0.980931 0.980976 0.980951 0.980968 0.980905 0.980893 0.980792 0.980749 0.980608 0.980533 0.980351 0.980243 0.980016 0.979873 0.979601 0.979422 0.979101 0.978884 0.978511 0.978256 0.977827 0.97753 0.977043 0.976702 0.976151 0.975764 0.975144 0.974706 0.97401 0.973519 0.972739 0.972187 0.971313 0.970696 0.969713 0.969021 0.967914 0.967136 0.965881 0.965001 0.963568 0.962565 0.960912 0.959758 0.957827 0.956477 0.954187 0.952579 0.949808 0.947849 0.944414 0.941957 0.93757 0.934382 0.928568 0.924254 0.916181 0.910026 0.898095 0.888659 0.869315 0.853076 0.81654 0.782572 0.696263 0.609354 0.372264 0.205901 
-0.0247959 0.0371659 0.157463 0.25626 0.361363 0.433146 0.50242 0.549319 0.594377 0.625771 0.656478 0.678601 0.700667 0.717037 0.733636 0.746251 0.759211 0.769259 0.779688 0.787912 0.796517 0.803402 0.81065 0.816525 0.822739 0.827835 0.833242 0.837722 0.842488 0.846474 0.85072 0.854303 0.858123 0.861371 0.864835 0.867803 0.870966 0.873695 0.876601 0.879124 0.881808 0.884153 0.886642 0.888829 0.891147 0.893194 0.895359 0.897282 0.899308 0.901118 0.903019 0.904725 0.906513 0.908123 0.909805 0.911327 0.912909 0.914349 0.915839 0.917199 0.918601 0.919887 0.921205 0.922419 0.923656 0.924801 0.925959 0.927035 0.928117 0.929126 0.930132 0.931075 0.932006 0.932883 0.933739 0.934549 0.93533 0.936073 0.936779 0.937454 0.938082 0.938688 0.939239 0.939774 0.940244 0.940708 0.941096 0.941485 0.941788 0.9421 0.942317 0.94255 0.942676 0.942827 0.94286 0.942926 0.942862 0.94284 0.942675 0.942561 0.942291 0.942082 0.941701 0.941392 0.940896 0.940483 0.939866 0.939345 0.9386 0.937964 0.937084 0.936328 0.935304 0.934421 0.933244 0.932225 0.930884 0.92972 0.928201 0.926881 0.925167 0.923677 0.921748 0.92007 0.917901 0.916013 0.913571 0.911445 0.908687 0.906286 0.903157 0.900431 0.896857 0.893737 0.889615 0.886005 0.881194 0.87696 0.871256 0.866201 0.859307 0.853137 0.844606 0.83687 0.826005 0.815985 0.801657 0.788161 0.768449 0.749392 0.720844 0.692363 0.648434 0.603058 0.531254 0.455496 0.33711 0.220184 0.0691462 -0.016245 
-0.0682798 -0.0721924 -0.026796 0.0405159 0.128003 0.198901 0.272514 0.328194 0.38287 0.424383 0.46475 0.496005 0.526522 0.550654 0.574397 0.593533 0.612512 0.628063 0.643599 0.656513 0.669497 0.680424 0.691471 0.700871 0.710415 0.718617 0.726975 0.73422 0.741624 0.748094 0.75472 0.760552 0.766534 0.771833 0.777274 0.782124 0.787107 0.791573 0.796162 0.800296 0.804543 0.808388 0.812336 0.815925 0.819608 0.822971 0.826417 0.829576 0.832809 0.835783 0.838822 0.841628 0.84449 0.84714 0.849837 0.852343 0.854887 0.857258 0.859658 0.861901 0.864164 0.866285 0.868418 0.870422 0.87243 0.874321 0.876207 0.877987 0.879754 0.881425 0.883075 0.884639 0.886173 0.88763 0.889048 0.890398 0.891699 0.892942 0.894126 0.895259 0.896325 0.897347 0.898292 0.899201 0.900022 0.900815 0.901509 0.902183 0.902746 0.903297 0.903726 0.904151 0.904441 0.904733 0.904879 0.905036 0.905032 0.905047 0.904887 0.904754 0.904432 0.904146 0.903654 0.903208 0.902538 0.901924 0.901067 0.900277 0.899223 0.898249 0.896987 0.895818 0.894335 0.89296 0.891241 0.889646 0.887675 0.885844 0.883599 0.881514 0.87897 0.876608 0.873736 0.871068 0.867828 0.864818 0.861164 0.857765 0.853632 0.849785 0.845091 0.840714 0.835348 0.830331 0.824144 0.818335 0.811116 0.804301 0.795753 0.787622 0.777315 0.767413 0.754706 0.742345 0.72626 0.710374 0.689374 0.668264 0.639862 0.61074 0.570813 0.529067 0.470877 0.409358 0.323683 0.235533 0.121664 0.0235215 -0.0543548 -0.0678896 
-0.0362383 -0.0592064 -0.0703059 -0.0415152 0.00597672 0.0587657 0.117375 0.169111 0.221282 0.264912 0.30764 0.343039 0.377477 0.406154 0.434098 0.457591 0.480586 0.500126 0.51935 0.535855 0.552176 0.566325 0.58038 0.592672 0.604933 0.615743 0.626562 0.636172 0.645816 0.65444 0.663116 0.670922 0.678788 0.685905 0.693088 0.699619 0.706218 0.712246 0.71834 0.723932 0.729586 0.734796 0.740064 0.744935 0.749859 0.754428 0.759045 0.763343 0.767682 0.771733 0.775819 0.779645 0.783499 0.787116 0.790755 0.794179 0.797617 0.800859 0.804109 0.807179 0.81025 0.813157 0.816056 0.818806 0.821541 0.824139 0.826713 0.829163 0.831581 0.833886 0.83615 0.838311 0.840423 0.842441 0.8444 0.846275 0.848082 0.849813 0.851466 0.853051 0.854548 0.855985 0.857324 0.858609 0.859786 0.860917 0.861928 0.862899 0.863739 0.864546 0.86521 0.865847 0.866329 0.866791 0.867083 0.867363 0.867459 0.86755 0.867442 0.867336 0.867014 0.866702 0.866157 0.865631 0.864853 0.864102 0.863077 0.862091 0.860808 0.859573 0.858017 0.856519 0.854673 0.852897 0.850742 0.84867 0.846182 0.843792 0.840946 0.838212 0.834974 0.831865 0.828197 0.824675 0.820527 0.816541 0.811851 0.80734 0.802027 0.79691 0.790868 0.785035 0.778124 0.771429 0.763457 0.755698 0.746401 0.737297 0.726303 0.71545 0.702229 0.689044 0.672822 0.656443 0.636076 0.615218 0.588995 0.561718 0.527091 0.490525 0.443862 0.394091 0.331104 0.264436 0.184015 0.104077 0.0236255 -0.0378773 -0.0529876 -0.0399301 
-0.0250205 -0.0510641 -0.082458 -0.0778993 -0.0567287 -0.0233773 0.0191212 0.0607491 0.105631 0.145486 0.186028 0.221054 0.255884 0.285834 0.31537 0.340861 0.365951 0.387751 0.409229 0.428034 0.446601 0.462984 0.4792 0.493616 0.507922 0.520728 0.533468 0.544944 0.556387 0.566755 0.577112 0.586548 0.595989 0.604632 0.61329 0.621253 0.629237 0.636612 0.64401 0.65087 0.657755 0.664161 0.670592 0.676596 0.682622 0.688264 0.693926 0.699242 0.704574 0.709594 0.714624 0.719371 0.724124 0.72862 0.733115 0.737376 0.741631 0.745671 0.749699 0.75353 0.757343 0.760975 0.764582 0.768023 0.771432 0.774688 0.777903 0.780978 0.784005 0.786903 0.789745 0.792467 0.795124 0.797672 0.800146 0.802519 0.804809 0.807007 0.809111 0.81113 0.813047 0.814885 0.81661 0.818264 0.819793 0.821258 0.822587 0.823858 0.82498 0.826051 0.82696 0.827823 0.828512 0.829161 0.829621 0.830048 0.830271 0.830466 0.830441 0.830396 0.830112 0.829815 0.829262 0.828702 0.827864 0.827029 0.825894 0.824768 0.82332 0.821889 0.820109 0.818356 0.816223 0.814128 0.811619 0.809158 0.806247 0.803394 0.800047 0.79677 0.792949 0.789209 0.784867 0.780616 0.775693 0.770872 0.765293 0.759825 0.753495 0.747281 0.740074 0.732983 0.724733 0.716588 0.707072 0.697631 0.686542 0.675474 0.662385 0.649221 0.633535 0.61761 0.598477 0.578843 0.555054 0.530359 0.500212 0.468575 0.429787 0.388785 0.338718 0.285961 0.223121 0.15889 0.0883229 0.0233869 -0.0303699 -0.0632159 -0.0493068 -0.0279923 
-0.0120678 -0.034716 -0.0702397 -0.079807 -0.0790688 -0.0625523 -0.0375192 -0.00761441 0.026461 0.05979 0.0946628 0.126684 0.159037 0.188074 0.216968 0.242721 0.268187 0.290884 0.313285 0.333314 0.353085 0.370843 0.388394 0.404238 0.419922 0.434155 0.448269 0.461141 0.473926 0.485644 0.497299 0.50803 0.518718 0.528598 0.538451 0.547595 0.55672 0.565221 0.573709 0.581643 0.589569 0.596999 0.604425 0.611406 0.618382 0.624958 0.631528 0.637737 0.643938 0.649812 0.655674 0.661238 0.666788 0.672066 0.677325 0.682334 0.687321 0.692078 0.696807 0.701325 0.705809 0.710099 0.714348 0.718418 0.72244 0.726297 0.730099 0.733748 0.737335 0.740779 0.744153 0.747395 0.750558 0.753599 0.756552 0.75939 0.762132 0.764768 0.767297 0.769727 0.77204 0.774261 0.776354 0.778362 0.78023 0.782019 0.783657 0.785221 0.786622 0.787954 0.78911 0.790203 0.791104 0.791949 0.792587 0.793173 0.793538 0.793856 0.793935 0.793973 0.793754 0.7935 0.792969 0.792408 0.79155 0.790668 0.789466 0.788247 0.786682 0.785106 0.783158 0.781205 0.778849 0.776496 0.773705 0.770925 0.767667 0.764428 0.760666 0.75693 0.752619 0.748341 0.743427 0.738551 0.732966 0.727421 0.721081 0.714779 0.707574 0.700401 0.69219 0.683994 0.674592 0.665172 0.65433 0.643413 0.630795 0.618012 0.603159 0.587997 0.57028 0.552035 0.530593 0.508298 0.481972 0.45434 0.421645 0.38708 0.346348 0.303245 0.253326 0.201225 0.143683 0.0864721 0.0307653 -0.0172486 -0.046833 -0.0594467 -0.0347026 -0.0143069 
-0.00812875 -0.0268611 -0.0614048 -0.0772428 -0.0870989 -0.0823375 -0.0696737 -0.0503724 -0.0259144 -7.22334e-005 0.0284803 0.0558548 0.0844714 0.11092 0.137845 0.162375 0.187015 0.209361 0.231656 0.251879 0.271991 0.290277 0.308441 0.325014 0.341473 0.356551 0.37153 0.385309 0.399006 0.411657 0.424242 0.435911 0.447528 0.458338 0.469108 0.479164 0.489188 0.498578 0.507942 0.51674 0.525515 0.533784 0.542032 0.549824 0.557595 0.564955 0.572293 0.579259 0.586202 0.592805 0.599383 0.605651 0.611891 0.617847 0.623772 0.629435 0.635063 0.64045 0.645797 0.650922 0.656 0.660874 0.665694 0.670325 0.674897 0.679293 0.683622 0.687787 0.691879 0.695817 0.699674 0.703388 0.707012 0.710502 0.713893 0.717159 0.720316 0.723356 0.726277 0.729088 0.73177 0.734348 0.736786 0.739126 0.741314 0.74341 0.745342 0.747187 0.748855 0.750441 0.751836 0.753154 0.754266 0.755306 0.756126 0.756877 0.75739 0.757841 0.758036 0.758172 0.758034 0.757842 0.757356 0.75682 0.755967 0.75507 0.753832 0.752555 0.750911 0.749232 0.747159 0.745055 0.742524 0.739968 0.73695 0.733912 0.73037 0.726813 0.722705 0.718587 0.713864 0.709133 0.703733 0.698327 0.692176 0.686015 0.67902 0.672006 0.664047 0.656052 0.646974 0.637834 0.627437 0.61693 0.604948 0.592783 0.578861 0.564646 0.54831 0.531518 0.512137 0.492066 0.46881 0.444549 0.416381 0.38682 0.352566 0.316549 0.275244 0.232122 0.184007 0.135085 0.0839455 0.0354406 -0.00741077 -0.0409352 -0.0548162 -0.0554645 -0.0273604 -0.00952901 
-0.00436734 -0.0195446 -0.0492697 -0.0674772 -0.0833245 -0.0865843 -0.0838898 -0.0733768 -0.0581096 -0.039433 -0.0178193 0.00444959 0.028319 0.0514126 0.0752963 0.097773 0.12059 0.141797 0.163109 0.182816 0.202514 0.220707 0.238839 0.255602 0.272285 0.28774 0.303113 0.317393 0.331596 0.344826 0.357989 0.370287 0.382525 0.393993 0.405409 0.416136 0.426818 0.436883 0.446908 0.456378 0.465812 0.474744 0.483642 0.492087 0.500498 0.508497 0.516462 0.524052 0.531607 0.53882 0.545995 0.552856 0.559678 0.56621 0.5727 0.578923 0.585099 0.591029 0.596908 0.602558 0.608152 0.613534 0.618853 0.623975 0.629028 0.633897 0.638691 0.643313 0.647851 0.652229 0.656515 0.66065 0.664686 0.668579 0.672363 0.676014 0.679546 0.682951 0.686229 0.689386 0.692404 0.695308 0.698062 0.700708 0.703191 0.705571 0.707777 0.709883 0.711802 0.713627 0.715249 0.716781 0.718096 0.719325 0.720321 0.721234 0.721897 0.722481 0.722797 0.723037 0.72299 0.72287 0.722442 0.721946 0.721118 0.720225 0.718976 0.717665 0.715971 0.714219 0.712055 0.709834 0.70717 0.704451 0.701252 0.698002 0.694229 0.690406 0.686014 0.681571 0.676505 0.671386 0.665579 0.659715 0.653086 0.646391 0.638841 0.631207 0.622607 0.613896 0.604084 0.594119 0.582883 0.571433 0.558499 0.545258 0.530267 0.514836 0.497319 0.479177 0.458535 0.43702 0.412512 0.386824 0.357614 0.326903 0.292239 0.255883 0.215595 0.173921 0.129546 0.0853066 0.0421417 0.00274673 -0.0278994 -0.049542 -0.0525154 -0.0462853 -0.0202179 -0.00535442 
-0.00330294 -0.0156091 -0.0417388 -0.0599746 -0.0782578 -0.0862705 -0.0897952 -0.0858876 -0.0774936 -0.0650853 -0.0494087 -0.0322067 -0.0129068 0.00642541 0.0270167 0.0468509 0.0674062 0.0868417 0.106672 0.125257 0.144045 0.16159 0.179226 0.195682 0.212167 0.22756 0.242948 0.25734 0.271711 0.285179 0.298616 0.31124 0.32383 0.335685 0.347506 0.358664 0.369787 0.380312 0.390802 0.400749 0.410663 0.420083 0.42947 0.438407 0.44731 0.455803 0.46426 0.472341 0.480384 0.488083 0.495741 0.503082 0.510378 0.517383 0.524339 0.531025 0.537659 0.544042 0.550367 0.55646 0.562489 0.568302 0.574046 0.579588 0.585054 0.59033 0.595524 0.60054 0.605466 0.610225 0.614886 0.619388 0.623785 0.628032 0.632163 0.636152 0.640017 0.643746 0.64734 0.650806 0.654125 0.657321 0.660359 0.66328 0.66603 0.668668 0.671122 0.673468 0.675617 0.677661 0.679493 0.681224 0.682728 0.684135 0.685297 0.686365 0.687172 0.687886 0.688321 0.688667 0.688712 0.688671 0.688308 0.68786 0.687068 0.686193 0.684948 0.683623 0.6819 0.680098 0.677868 0.675561 0.672792 0.669947 0.666602 0.663181 0.659218 0.655178 0.650548 0.645837 0.64048 0.635038 0.628884 0.622636 0.615599 0.608453 0.600427 0.59227 0.583121 0.573807 0.563365 0.552711 0.54076 0.528527 0.51479 0.500671 0.484794 0.468398 0.449931 0.430766 0.409163 0.386638 0.361274 0.334747 0.305017 0.273941 0.23952 0.203821 0.165247 0.126094 0.0858648 0.0469676 0.0110953 -0.0199578 -0.0411952 -0.054011 -0.0502736 -0.0405688 -0.0164274 -0.00397634 
-0.002067 -0.012203 -0.0339944 -0.0513487 -0.0701094 -0.0809139 -0.0887601 -0.0897142 -0.087011 -0.0797889 -0.0695661 -0.0569465 -0.042207 -0.0265555 -0.00951284 0.00752511 0.0254374 0.0428286 0.0607524 0.0778927 0.0953478 0.111909 0.128649 0.144471 0.160388 0.175411 0.190477 0.204698 0.21893 0.232374 0.245812 0.258522 0.271215 0.28324 0.295241 0.306631 0.317992 0.328793 0.339564 0.349821 0.360046 0.369802 0.379522 0.388811 0.398064 0.40692 0.415737 0.424189 0.432599 0.440672 0.4487 0.456417 0.464084 0.471463 0.478789 0.485848 0.492848 0.499599 0.506287 0.512743 0.51913 0.525299 0.531394 0.537285 0.543095 0.548713 0.554243 0.559593 0.564846 0.569929 0.574908 0.579725 0.58443 0.588981 0.59341 0.597693 0.601844 0.605855 0.609724 0.613458 0.61704 0.620493 0.623781 0.626944 0.62993 0.632796 0.635471 0.63803 0.640384 0.642625 0.644646 0.646557 0.648233 0.649801 0.651117 0.652327 0.653267 0.654103 0.654651 0.655096 0.655232 0.655267 0.654971 0.654575 0.653824 0.652974 0.651744 0.650414 0.648677 0.646841 0.644566 0.642191 0.639343 0.636394 0.632935 0.629373 0.625257 0.621033 0.616208 0.611269 0.605673 0.599953 0.593512 0.586933 0.579557 0.572022 0.5636 0.554991 0.545387 0.535553 0.524595 0.513349 0.50082 0.487922 0.473552 0.458703 0.442151 0.424979 0.405837 0.385897 0.363697 0.340496 0.314762 0.287843 0.258237 0.227383 0.194019 0.159675 0.12372 0.0877357 0.0523504 0.0189711 -0.00974328 -0.0334024 -0.0468903 -0.0531228 -0.045403 -0.034052 -0.0131011 -0.00259517 
