-0.191322 -9.21598e-05 -0.0399029 0.00680296 -0.0430814 -0.0117121 -0.0448325 0.0621674 0.117741 0.454997 
-0.0549706 -0.0244145 -0.0491243 -0.0288108 -0.069996 -0.0483477 -0.0858602 -0.0176424 0.0126289 0.161248 
-0.0530251 -0.0159293 -0.0428511 -0.0146483 -0.0563202 -0.0330294 -0.0675873 -0.0119999 0.0140674 0.106798 
-0.0207465 -0.0174997 -0.0332135 -0.0247577 -0.0539476 -0.0420557 -0.0636954 -0.0299227 -0.00937973 0.0245973 
-0.00894936 -0.00303596 -0.0172856 -0.00457793 -0.0274285 -0.0117252 -0.0249289 0.0032684 0.016497 0.0311542 
0.0003556 -0.00155982 -0.00836439 -0.00431099 -0.0166752 -0.00794843 -0.0134095 0.00119031 0.00681283 0.00522891 
0.00889218 0.00844155 0.00290718 0.00940811 0.000457117 0.0108455 0.00708554 0.0185551 0.0197629 0.015665 
0.00845402 0.00644804 0.00391669 0.00697869 0.00261397 0.00921014 0.00770458 0.0138193 0.0133399 0.00828926 
0.0108388 0.0101097 0.00775034 0.011891 0.00829158 0.0152908 0.0135514 0.0190952 0.0178636 0.0149169 
0.00770088 0.00676487 0.0046526 0.0082696 0.00626105 0.0135325 0.0135182 0.0191613 0.0179755 0.0151318 

