0.187825 0.313625 0.516458 0.600764 0.684533 0.726299 0.766269 0.789768 0.812958 0.828534 0.844168 0.855723 0.867228 0.87633 0.885139 0.892477 0.89923 0.9051 0.910051 0.914536 0.91771 0.92076 0.922017 0.923488 0.922548 0.922232 0.918663 0.916293 0.909429 0.904657 0.893326 0.88555 0.867174 0.854765 0.821791 0.797918 0.720943 0.650603 0.410402 0.220241 
-0.0341154 0.00807906 0.0965441 0.17596 0.263977 0.329755 0.394553 0.443344 0.490146 0.526899 0.561995 0.590797 0.618171 0.641475 0.66334 0.682482 0.699986 0.715616 0.72925 0.741576 0.751391 0.760307 0.766013 0.771166 0.772172 0.772994 0.768377 0.764061 0.752422 0.741788 0.720809 0.701786 0.666946 0.634816 0.575603 0.517244 0.408342 0.294406 0.117895 0.00046683 
-0.0672239 -0.0808804 -0.0595628 -0.0166819 0.047123 0.101851 0.162746 0.212569 0.263371 0.305741 0.34746 0.383234 0.417777 0.448135 0.476922 0.502696 0.52655 0.548163 0.567403 0.584907 0.599435 0.61256 0.621909 0.630085 0.63342 0.635775 0.63184 0.627137 0.614075 0.60049 0.575352 0.549787 0.507186 0.463218 0.392177 0.316095 0.200738 0.0862194 -0.0264642 -0.0651113 
-0.031335 -0.0553172 -0.0781715 -0.0674617 -0.0411709 -0.00654235 0.035598 0.0763023 0.11947 0.158861 0.198455 0.234318 0.26936 0.301275 0.331784 0.359768 0.385861 0.409889 0.431497 0.451342 0.468116 0.483295 0.494569 0.504308 0.509058 0.512245 0.509016 0.504102 0.490837 0.475586 0.449244 0.420086 0.3758 0.326481 0.256971 0.17952 0.0861839 -0.0012606 -0.0477607 -0.0465962 
-0.0216561 -0.0435311 -0.0757307 -0.0795956 -0.0716941 -0.0528203 -0.0252479 0.00410478 0.0378567 0.0701245 0.104113 0.135809 0.167702 0.197331 0.226209 0.253063 0.278448 0.302034 0.323476 0.34326 0.360155 0.375429 0.386931 0.396738 0.401675 0.404729 0.401516 0.396075 0.382554 0.366182 0.339343 0.30844 0.264125 0.213741 0.148661 0.0781912 0.00689081 -0.0509336 -0.0560076 -0.0349366 
-0.00961709 -0.0262281 -0.0561172 -0.0661534 -0.0707102 -0.0625645 -0.0482192 -0.0285112 -0.00499307 0.0199188 0.0466179 0.0729659 0.0997468 0.12551 0.150775 0.1748 0.197587 0.219055 0.238593 0.256737 0.272213 0.286162 0.296594 0.305272 0.309423 0.311455 0.307736 0.301329 0.287699 0.270466 0.244339 0.213179 0.171871 0.124176 0.0690955 0.0113436 -0.0351318 -0.0660004 -0.0473341 -0.0201571 
-0.00661558 -0.018412 -0.0441716 -0.0550564 -0.0637628 -0.0615161 -0.0544632 -0.0419335 -0.02571 -0.00743357 0.0129971 0.0337513 0.0554051 0.0765844 0.0976972 0.117967 0.137369 0.155722 0.172466 0.18798 0.201125 0.21282 0.22131 0.228044 0.23062 0.230998 0.226123 0.218404 0.204215 0.186246 0.160688 0.130213 0.0922322 0.0493406 0.00447659 -0.0390912 -0.0650061 -0.0748102 -0.0423084 -0.0136659 
-0.00326875 -0.011592 -0.0312217 -0.0414287 -0.0518787 -0.0530999 -0.0516549 -0.0443114 -0.0344847 -0.0215786 -0.00708811 0.00871432 0.0252016 0.0419928 0.058689 0.0751042 0.0907277 0.105682 0.119175 0.131676 0.142024 0.151044 0.157172 0.161565 0.16226 0.16069 0.154564 0.145461 0.130987 0.112637 0.088537 0.059841 0.0268958 -0.00936851 -0.0425008 -0.0715829 -0.0799594 -0.0740071 -0.0359609 -0.00841238 
-0.00255848 -0.00820597 -0.0241652 -0.0329118 -0.0433649 -0.0463047 -0.0478015 -0.0441099 -0.03853 -0.0299897 -0.0200294 -0.00863231 0.00350721 0.0161396 0.0288327 0.0414218 0.053416 0.0648806 0.0751038 0.0844325 0.0918622 0.0980253 0.101607 0.103496 0.102101 0.0984884 0.0909154 0.0804871 0.0656105 0.0472286 0.0246498 -0.00148776 -0.0292123 -0.058033 -0.0801643 -0.0959663 -0.0904756 -0.0733429 -0.0323309 -0.00621655 
-0.00149386 -0.00556154 -0.0176674 -0.0252415 -0.0351225 -0.0391885 -0.0429614 -0.0420431 -0.0401637 -0.0351665 -0.0293494 -0.0217098 -0.0136684 -0.00473232 0.00410501 0.0131757 0.02162 0.0297879 0.036786 0.0430639 0.0476156 0.0510114 0.052121 0.051607 0.0482739 0.0427942 0.0340732 0.0226549 0.0079191 -0.00987837 -0.03007 -0.0527305 -0.0742979 -0.0950677 -0.106494 -0.110439 -0.0943117 -0.0695278 -0.0286874 -0.00435155 
