4.61905e-013 2.76269e-013 -6.70006e-013 -2.77398e-012 -5.44991e-012 -8.46435e-012 -1.13703e-011 -1.3875e-011 -1.56971e-011 -1.66569e-011 -1.66569e-011 -1.56971e-011 -1.3875e-011 -1.13703e-011 -8.46435e-012 -5.44991e-012 -2.77398e-012 -6.70006e-013 2.76269e-013 4.61905e-013 
2.73631e-013 -1.37051e-012 -4.88184e-012 -1.04089e-011 -1.71233e-011 -2.43975e-011 -3.13691e-011 -3.73357e-011 -4.16749e-011 -4.39574e-011 -4.39574e-011 -4.16749e-011 -3.73357e-011 -3.13691e-011 -2.43975e-011 -1.71233e-011 -1.04089e-011 -4.88184e-012 -1.37051e-012 2.73631e-013 
4.26184e-014 -3.03478e-012 -9.00002e-012 -1.73929e-011 -2.7337e-011 -3.78253e-011 -4.78088e-011 -5.62803e-011 -6.24322e-011 -6.56583e-011 -6.56583e-011 -6.24322e-011 -5.62803e-011 -4.78088e-011 -3.78253e-011 -2.7337e-011 -1.73929e-011 -9.00002e-012 -3.03478e-012 4.26184e-014 
-1.71661e-013 -4.47426e-012 -1.23633e-011 -2.2751e-011 -3.47727e-011 -4.71819e-011 -5.88872e-011 -6.87444e-011 -7.58799e-011 -7.96127e-011 -7.96127e-011 -7.58799e-011 -6.87444e-011 -5.88872e-011 -4.71819e-011 -3.47727e-011 -2.2751e-011 -1.23633e-011 -4.47426e-012 -1.71661e-013 
-2.91123e-013 -5.26747e-012 -1.42452e-011 -2.5656e-011 -3.86951e-011 -5.19394e-011 -6.43588e-011 -7.47406e-011 -8.22417e-011 -8.61534e-011 -8.61534e-011 -8.22417e-011 -7.47406e-011 -6.43588e-011 -5.19394e-011 -3.86951e-011 -2.5656e-011 -1.42452e-011 -5.26747e-012 -2.91123e-013 
-3.25766e-013 -5.41607e-012 -1.44926e-011 -2.58e-011 -3.85807e-011 -5.14216e-011 -6.33861e-011 -7.33365e-011 -8.05045e-011 -8.4236e-011 -8.4236e-011 -8.05045e-011 -7.33365e-011 -6.33861e-011 -5.14216e-011 -3.85807e-011 -2.58e-011 -1.44926e-011 -5.41607e-012 -3.25766e-013 
-3.19586e-013 -4.95799e-012 -1.32147e-011 -2.33619e-011 -3.47797e-011 -4.61506e-011 -5.67154e-011 -6.54568e-011 -7.17485e-011 -7.50152e-011 -7.50152e-011 -7.17485e-011 -6.54568e-011 -5.67154e-011 -4.61506e-011 -3.47797e-011 -2.33619e-011 -1.32147e-011 -4.95799e-012 -3.19586e-013 
-2.46606e-013 -3.93867e-012 -1.0483e-011 -1.84876e-011 -2.74449e-011 -3.63307e-011 -4.45526e-011 -5.13419e-011 -5.62166e-011 -5.87466e-011 -5.87466e-011 -5.62166e-011 -5.13419e-011 -4.45526e-011 -3.63307e-011 -2.74449e-011 -1.84876e-011 -1.0483e-011 -3.93867e-012 -2.46606e-013 
-1.70889e-013 -2.54923e-012 -6.77646e-012 -1.19069e-011 -1.76508e-011 -2.3318e-011 -2.85639e-011 -3.28795e-011 -3.5981e-011 -3.75866e-011 -3.75866e-011 -3.5981e-011 -3.28795e-011 -2.85639e-011 -2.3318e-011 -1.76508e-011 -1.19069e-011 -6.77646e-012 -2.54923e-012 -1.70889e-013 
-4.90232e-014 -8.64389e-013 -2.30146e-012 -4.05988e-012 -6.01429e-012 -7.9509e-012 -9.73297e-012 -1.12043e-011 -1.22566e-011 -1.28034e-011 -1.28034e-011 -1.22566e-011 -1.12043e-011 -9.73297e-012 -7.9509e-012 -6.01429e-012 -4.05988e-012 -2.30146e-012 -8.64389e-013 -4.90232e-014 
4.90232e-014 8.64389e-013 2.30146e-012 4.05988e-012 6.01429e-012 7.9509e-012 9.73297e-012 1.12043e-011 1.22566e-011 1.28034e-011 1.28034e-011 1.22566e-011 1.12043e-011 9.73297e-012 7.9509e-012 6.01429e-012 4.05988e-012 2.30146e-012 8.64389e-013 4.90232e-014 
1.70889e-013 2.54923e-012 6.77646e-012 1.19069e-011 1.76508e-011 2.3318e-011 2.85639e-011 3.28795e-011 3.5981e-011 3.75866e-011 3.75866e-011 3.5981e-011 3.28795e-011 2.85639e-011 2.3318e-011 1.76508e-011 1.19069e-011 6.77646e-012 2.54923e-012 1.70889e-013 
2.46606e-013 3.93867e-012 1.0483e-011 1.84876e-011 2.74449e-011 3.63307e-011 4.45526e-011 5.13419e-011 5.62166e-011 5.87466e-011 5.87466e-011 5.62166e-011 5.13419e-011 4.45526e-011 3.63307e-011 2.74449e-011 1.84876e-011 1.0483e-011 3.93867e-012 2.46606e-013 
3.19586e-013 4.95799e-012 1.32147e-011 2.33619e-011 3.47797e-011 4.61506e-011 5.67154e-011 6.54568e-011 7.17485e-011 7.50152e-011 7.50152e-011 7.17485e-011 6.54568e-011 5.67154e-011 4.61506e-011 3.47797e-011 2.33619e-011 1.32147e-011 4.95799e-012 3.19586e-013 
3.25766e-013 5.41607e-012 1.44926e-011 2.58e-011 3.85807e-011 5.14216e-011 6.33861e-011 7.33365e-011 8.05045e-011 8.4236e-011 8.4236e-011 8.05045e-011 7.33365e-011 6.33861e-011 5.14216e-011 3.85807e-011 2.58e-011 1.44926e-011 5.41607e-012 3.25766e-013 
2.91123e-013 5.26747e-012 1.42452e-011 2.5656e-011 3.86951e-011 5.19394e-011 6.43588e-011 7.47406e-011 8.22417e-011 8.61534e-011 8.61534e-011 8.22417e-011 7.47406e-011 6.43588e-011 5.19394e-011 3.86951e-011 2.5656e-011 1.42452e-011 5.26747e-012 2.91123e-013 
1.71661e-013 4.47426e-012 1.23633e-011 2.2751e-011 3.47727e-011 4.71819e-011 5.88872e-011 6.87444e-011 7.58799e-011 7.96127e-011 7.96127e-011 7.58799e-011 6.87444e-011 5.88872e-011 4.71819e-011 3.47727e-011 2.2751e-011 1.23633e-011 4.47426e-012 1.71661e-013 
-4.26184e-014 3.03478e-012 9.00002e-012 1.73929e-011 2.7337e-011 3.78253e-011 4.78088e-011 5.62803e-011 6.24322e-011 6.56583e-011 6.56583e-011 6.24322e-011 5.62803e-011 4.78088e-011 3.78253e-011 2.7337e-011 1.73929e-011 9.00002e-012 3.03478e-012 -4.26184e-014 
-2.73631e-013 1.37051e-012 4.88184e-012 1.04089e-011 1.71233e-011 2.43975e-011 3.13691e-011 3.73357e-011 4.16749e-011 4.39574e-011 4.39574e-011 4.16749e-011 3.73357e-011 3.13691e-011 2.43975e-011 1.71233e-011 1.04089e-011 4.88184e-012 1.37051e-012 -2.73631e-013 
-4.61905e-013 -2.76269e-013 6.70006e-013 2.77398e-012 5.44991e-012 8.46435e-012 1.13703e-011 1.3875e-011 1.56971e-011 1.66569e-011 1.66569e-011 1.56971e-011 1.3875e-011 1.13703e-011 8.46435e-012 5.44991e-012 2.77398e-012 6.70006e-013 -2.76269e-013 -4.61905e-013 

