-0.0249229, -0.0747688, -0.124615, -0.174461, -0.224306, -0.274152, -0.323998, -0.373844, -0.42369, -0.473536, -0.523382, -0.573227, -0.623073, -0.672919, -0.722765, -0.772611, -0.822457, -0.872303, -0.922149, -0.971994, 
-0.0243092, -0.0729277, -0.121546, -0.170165, -0.218783, -0.267402, -0.31602, -0.364639, -0.413257, -0.461876, -0.510494, -0.559113, -0.607731, -0.65635, -0.704968, -0.753587, -0.802205, -0.850824, -0.899442, -0.948061, 
-0.023097, -0.069291, -0.115485, -0.161679, -0.207873, -0.254067, -0.300261, -0.346455, -0.392649, -0.438843, -0.485037, -0.531231, -0.577425, -0.623619, -0.669813, -0.716007, -0.762201, -0.808395, -0.854589, -0.900783, 
-0.021316, -0.063948, -0.10658, -0.149212, -0.191844, -0.234476, -0.277108, -0.31974, -0.362372, -0.405004, -0.447636, -0.490268, -0.5329, -0.575532, -0.618164, -0.660796, -0.703428, -0.74606, -0.788692, -0.831324, 
-0.0190101, -0.0570304, -0.0950507, -0.133071, -0.171091, -0.209112, -0.247132, -0.285152, -0.323173, -0.361193, -0.399213, -0.437233, -0.475254, -0.513274, -0.551294, -0.589315, -0.627335, -0.665355, -0.703376, -0.741396, 
-0.0162362, -0.0487086, -0.081181, -0.113653, -0.146126, -0.178598, -0.211071, -0.243543, -0.276015, -0.308488, -0.34096, -0.373433, -0.405905, -0.438377, -0.47085, -0.503322, -0.535795, -0.568267, -0.600739, -0.633212, 
-0.0130625, -0.0391874, -0.0653123, -0.0914372, -0.117562, -0.143687, -0.169812, -0.195937, -0.222062, -0.248187, -0.274312, -0.300437, -0.326562, -0.352687, -0.378811, -0.404936, -0.431061, -0.457186, -0.483311, -0.509436, 
-0.00956709, -0.0287013, -0.0478354, -0.0669696, -0.0861038, -0.105238, -0.124372, -0.143506, -0.16264, -0.181775, -0.200909, -0.220043, -0.239177, -0.258311, -0.277445, -0.29658, -0.315714, -0.334848, -0.353982, -0.373116, 
-0.00583613, -0.0175084, -0.0291807, -0.0408529, -0.0525252, -0.0641975, -0.0758697, -0.087542, -0.0992143, -0.110887, -0.122559, -0.134231, -0.145903, -0.157576, -0.169248, -0.18092, -0.192592, -0.204265, -0.215937, -0.227609, 
-0.00196148, -0.00588443, -0.00980739, -0.0137303, -0.0176533, -0.0215763, -0.0254992, -0.0294222, -0.0333451, -0.0372681, -0.041191, -0.045114, -0.0490369, -0.0529599, -0.0568828, -0.0608058, -0.0647288, -0.0686517, -0.0725747, -0.0764976, 
0.00196148, 0.00588443, 0.00980739, 0.0137303, 0.0176533, 0.0215763, 0.0254992, 0.0294222, 0.0333451, 0.0372681, 0.041191, 0.045114, 0.0490369, 0.0529599, 0.0568828, 0.0608058, 0.0647288, 0.0686517, 0.0725747, 0.0764976, 
0.00583613, 0.0175084, 0.0291807, 0.0408529, 0.0525252, 0.0641975, 0.0758697, 0.087542, 0.0992143, 0.110887, 0.122559, 0.134231, 0.145903, 0.157576, 0.169248, 0.18092, 0.192592, 0.204265, 0.215937, 0.227609, 
0.00956709, 0.0287013, 0.0478354, 0.0669696, 0.0861038, 0.105238, 0.124372, 0.143506, 0.16264, 0.181775, 0.200909, 0.220043, 0.239177, 0.258311, 0.277445, 0.29658, 0.315714, 0.334848, 0.353982, 0.373116, 
0.0130625, 0.0391874, 0.0653123, 0.0914372, 0.117562, 0.143687, 0.169812, 0.195937, 0.222062, 0.248187, 0.274312, 0.300437, 0.326562, 0.352687, 0.378811, 0.404936, 0.431061, 0.457186, 0.483311, 0.509436, 
0.0162362, 0.0487086, 0.081181, 0.113653, 0.146126, 0.178598, 0.211071, 0.243543, 0.276015, 0.308488, 0.34096, 0.373433, 0.405905, 0.438377, 0.47085, 0.503322, 0.535795, 0.568267, 0.600739, 0.633212, 
0.0190101, 0.0570304, 0.0950507, 0.133071, 0.171091, 0.209112, 0.247132, 0.285152, 0.323173, 0.361193, 0.399213, 0.437233, 0.475254, 0.513274, 0.551294, 0.589315, 0.627335, 0.665355, 0.703376, 0.741396, 
0.021316, 0.063948, 0.10658, 0.149212, 0.191844, 0.234476, 0.277108, 0.31974, 0.362372, 0.405004, 0.447636, 0.490268, 0.5329, 0.575532, 0.618164, 0.660796, 0.703428, 0.74606, 0.788692, 0.831324, 
0.023097, 0.069291, 0.115485, 0.161679, 0.207873, 0.254067, 0.300261, 0.346455, 0.392649, 0.438843, 0.485037, 0.531231, 0.577425, 0.623619, 0.669813, 0.716007, 0.762201, 0.808395, 0.854589, 0.900783, 
0.0243092, 0.0729277, 0.121546, 0.170165, 0.218783, 0.267402, 0.31602, 0.364639, 0.413257, 0.461876, 0.510494, 0.559113, 0.607731, 0.65635, 0.704968, 0.753587, 0.802205, 0.850824, 0.899442, 0.948061, 
0.0249229, 0.0747688, 0.124615, 0.174461, 0.224306, 0.274152, 0.323998, 0.373844, 0.42369, 0.473536, 0.523382, 0.573227, 0.623073, 0.672919, 0.722765, 0.772611, 0.822457, 0.872303, 0.922149, 0.971994, 

