0.0782172, 0.0762913, 0.0724868, 0.0668974, 0.0596608, 0.0509551, 0.0409948, 0.030025, 0.0183159, 0.00615583, -0.00615583, -0.0183159, -0.030025, -0.0409948, -0.0509551, -0.0596608, -0.0668974, -0.0724868, -0.0762913, -0.0782172, 
0.232726, 0.226995, 0.215675, 0.199045, 0.177513, 0.151611, 0.121975, 0.0893357, 0.0544967, 0.0183159, -0.0183159, -0.0544967, -0.0893357, -0.121975, -0.151611, -0.177513, -0.199045, -0.215675, -0.226995, -0.232726, 
0.381504, 0.37211, 0.353553, 0.326291, 0.290995, 0.248533, 0.199952, 0.146447, 0.0893357, 0.030025, -0.030025, -0.0893357, -0.146447, -0.199952, -0.248533, -0.290995, -0.326291, -0.353553, -0.37211, -0.381504, 
0.520888, 0.508062, 0.482726, 0.445503, 0.397311, 0.339336, 0.273005, 0.199952, 0.121975, 0.0409948, -0.0409948, -0.121975, -0.199952, -0.273005, -0.339336, -0.397311, -0.445503, -0.482726, -0.508062, -0.520888, 
0.647446, 0.631504, 0.600012, 0.553745, 0.493844, 0.421783, 0.339336, 0.248533, 0.151611, 0.0509551, -0.0509551, -0.151611, -0.248533, -0.339336, -0.421783, -0.493844, -0.553745, -0.600012, -0.631504, -0.647446, 
0.758062, 0.739396, 0.702524, 0.648353, 0.578217, 0.493844, 0.397311, 0.290995, 0.177513, 0.0596608, -0.0596608, -0.177513, -0.290995, -0.397311, -0.493844, -0.578217, -0.648353, -0.702524, -0.739396, -0.758062, 
0.850012, 0.829082, 0.787737, 0.726995, 0.648353, 0.553745, 0.445503, 0.326291, 0.199045, 0.0668974, -0.0668974, -0.199045, -0.326291, -0.445503, -0.553745, -0.648353, -0.726995, -0.787737, -0.829082, -0.850012, 
0.921032, 0.898353, 0.853553, 0.787737, 0.702524, 0.600012, 0.482726, 0.353553, 0.215675, 0.0724868, -0.0724868, -0.215675, -0.353553, -0.482726, -0.600012, -0.702524, -0.787737, -0.853553, -0.898353, -0.921032, 
0.969372, 0.945503, 0.898353, 0.829082, 0.739396, 0.631504, 0.508062, 0.37211, 0.226995, 0.0762913, -0.0762913, -0.226995, -0.37211, -0.508062, -0.631504, -0.739396, -0.829082, -0.898353, -0.945503, -0.969372, 
0.993844, 0.969372, 0.921032, 0.850012, 0.758062, 0.647446, 0.520888, 0.381504, 0.232726, 0.0782172, -0.0782172, -0.232726, -0.381504, -0.520888, -0.647446, -0.758062, -0.850012, -0.921032, -0.969372, -0.993844, 
0.993844, 0.969372, 0.921032, 0.850012, 0.758062, 0.647446, 0.520888, 0.381504, 0.232726, 0.0782172, -0.0782172, -0.232726, -0.381504, -0.520888, -0.647446, -0.758062, -0.850012, -0.921032, -0.969372, -0.993844, 
0.969372, 0.945503, 0.898353, 0.829082, 0.739396, 0.631504, 0.508062, 0.37211, 0.226995, 0.0762913, -0.0762913, -0.226995, -0.37211, -0.508062, -0.631504, -0.739396, -0.829082, -0.898353, -0.945503, -0.969372, 
0.921032, 0.898353, 0.853553, 0.787737, 0.702524, 0.600012, 0.482726, 0.353553, 0.215675, 0.0724868, -0.0724868, -0.215675, -0.353553, -0.482726, -0.600012, -0.702524, -0.787737, -0.853553, -0.898353, -0.921032, 
0.850012, 0.829082, 0.787737, 0.726995, 0.648353, 0.553745, 0.445503, 0.326291, 0.199045, 0.0668974, -0.0668974, -0.199045, -0.326291, -0.445503, -0.553745, -0.648353, -0.726995, -0.787737, -0.829082, -0.850012, 
0.758062, 0.739396, 0.702524, 0.648353, 0.578217, 0.493844, 0.397311, 0.290995, 0.177513, 0.0596608, -0.0596608, -0.177513, -0.290995, -0.397311, -0.493844, -0.578217, -0.648353, -0.702524, -0.739396, -0.758062, 
0.647446, 0.631504, 0.600012, 0.553745, 0.493844, 0.421783, 0.339336, 0.248533, 0.151611, 0.0509551, -0.0509551, -0.151611, -0.248533, -0.339336, -0.421783, -0.493844, -0.553745, -0.600012, -0.631504, -0.647446, 
0.520888, 0.508062, 0.482726, 0.445503, 0.397311, 0.339336, 0.273005, 0.199952, 0.121975, 0.0409948, -0.0409948, -0.121975, -0.199952, -0.273005, -0.339336, -0.397311, -0.445503, -0.482726, -0.508062, -0.520888, 
0.381504, 0.37211, 0.353553, 0.326291, 0.290995, 0.248533, 0.199952, 0.146447, 0.0893357, 0.030025, -0.030025, -0.0893357, -0.146447, -0.199952, -0.248533, -0.290995, -0.326291, -0.353553, -0.37211, -0.381504, 
0.232726, 0.226995, 0.215675, 0.199045, 0.177513, 0.151611, 0.121975, 0.0893357, 0.0544967, 0.0183159, -0.0183159, -0.0544967, -0.0893357, -0.121975, -0.151611, -0.177513, -0.199045, -0.215675, -0.226995, -0.232726, 
0.0782172, 0.0762913, 0.0724868, 0.0668974, 0.0596608, 0.0509551, 0.0409948, 0.030025, 0.0183159, 0.00615583, -0.00615583, -0.0183159, -0.030025, -0.0409948, -0.0509551, -0.0596608, -0.0668974, -0.0724868, -0.0762913, -0.0782172, 

