0.0353229,0.033971,0.0135281,-0.0194254,-0.0563331,-0.0902421,-0.118198,-0.141534,-0.164025,-0.188779
0.0774275,0.0537721,0.00415251,-0.0533604,-0.099473,-0.121229,-0.116796,-0.0956433,-0.0740995,-0.0680807
0.0991304,0.0561221,-0.0136248,-0.0837841,-0.128027,-0.130075,-0.0899138,-0.0237972,0.0419679,0.0810713
0.102343,0.0468862,-0.0318146,-0.103444,-0.138903,-0.121229,-0.0522287,0.0476974,0.146526,0.211818
0.0916079,0.0335581,-0.0424246,-0.10671,-0.131639,-0.101773,-0.0200439,0.0925302,0.203546,0.279925
0.072664,0.0225796,-0.0405148,-0.0919118,-0.108875,-0.0790092,-0.00524575,0.0944401,0.192567,0.260981
0.0511013,0.0174058,-0.0260851,-0.0625046,-0.0762031,-0.058529,-0.0112893,0.0534268,0.117046,0.160577
0.0314513,0.0179416,-0.00407564,-0.0265053,-0.0412495,-0.0432972,-0.032635,-0.0142481,0.00378736,0.0133922
0.0168281,0.021426,0.0175213,0.00572332,-0.0121359,-0.033892,-0.0577121,-0.0822745,-0.106446,-0.12868
0.00902714,0.0242847,0.0307166,0.0246379,0.00433961,-0.0295694,-0.0741346,-0.124345,-0.173711,-0.215075
