0.0388777 0.0441087 0.0345846 0.0132518 -0.014963 -0.0453416 -0.0749102 -0.102731 -0.128919 -0.152925 
0.0823356 0.0637604 0.0225426 -0.0260878 -0.0656654 -0.0849573 -0.0820749 -0.0646594 -0.0461205 -0.0394683 
0.105449 0.0660881 0.00231165 -0.061691 -0.101708 -0.102731 -0.0646594 -0.00231165 0.0602624 0.0989907 
0.109816 0.0567407 -0.0181456 -0.0860496 -0.119372 -0.102025 -0.0357087 0.0602624 0.15554 0.219336 
0.0996972 0.0430196 -0.0308443 -0.0932655 -0.11756 -0.0888364 -0.00990632 0.0989907 0.206621 0.281051 
0.0806598 0.0312538 -0.0308443 -0.0814998 -0.0985226 -0.0697989 0.00185945 0.0989907 0.194855 0.262014 
0.0582944 0.0248985 -0.0181456 -0.0542075 -0.0678501 -0.0505037 -0.0038665 0.0602624 0.123698 0.167815 
0.0373021 0.0239712 0.00231165 -0.0195742 -0.0335618 -0.0345846 -0.0225426 -0.00231165 0.0181456 0.0308443 
0.0210818 0.0259034 0.0225426 0.0117692 -0.00441165 -0.0237035 -0.0442179 -0.0646594 -0.0839774 -0.100722 
0.0117407 0.027337 0.0345846 0.0300235 0.0121741 -0.0182045 -0.0581386 -0.102731 -0.145691 -0.180062 

